symbol,close,demand_zone_D,demand_fresh,demand_quality,near_demand,supply_zone_D,near_supply,demand_zone_W,supply_zone_W,last_BoS,last_ChoCh,bos_dir,bull_OB,bear_OB,bull_OB_unmitigated,unfilled_bull_FVG,unfilled_bear_FVG,nearest_bull_FVG_below,nearest_bear_FVG_above,buyside_liq_above,sellside_liq_below,liquidity_swept,equal_highs,equal_lows,pd_zone,range_pos_pct,range_high,range_low,in_discount,structure_D,structure_W,structure_aligned
MODISONLTD,299.85,"142.1-153.39 (Moderate, tested, 95.48% away)",False,Moderate,False,none,False,"153.18-300.95 (Moderate, tested, -0.37% away)",none,bull @ 182.1 on 2026-05-25,bull @ 182.1 on 2026-05-25,bull,"344.6-356.6 (2026-06-08, mitigated)","161.61-174.0 (2026-05-11, mitigated)",False,11,2,274.71-284.0 (2026-06-01),319.85-320.15 (2026-06-29),none,none,none,1,0,Premium,74.7,362.7,114.0,False,ranging,ranging,True
KERNEX,2378.8,"1364.9-1607.1 (Moderate, FRESH, 48.02% away)",True,Moderate,False,none,False,"1287.05-1626.0 (Moderate, FRESH, 46.3% away)",none,bull @ 2145.0 on 2026-06-30,bull @ 1626.0 on 2026-05-29,bull,"2015.0-2067.2 (2026-06-25, UNMITIGATED)","1534.1-1626.0 (2026-05-08, mitigated)",True,12,0,2328.9-2354.0 (2026-07-03),none,none,none,none,0,0,Premium,96.9,2427.3,850.0,False,bullish (HH/HL),ranging,False
AEGISLOG,1325.4,"1057.2-1195.95 (Moderate, FRESH, 10.82% away)",True,Moderate,False,none,False,"705.0-1016.0 (Moderate, FRESH, 30.45% away)",none,bull @ 792.3 on 2026-06-10,bull @ 741.1 on 2026-05-29,bull,"1043.95-1072.0 (2026-06-23, UNMITIGATED)","713.3-737.8 (2026-05-06, mitigated)",True,11,0,1195.95-1221.2 (2026-07-02),none,none,703.5,none,2,3,Premium,97.2,1346.8,576.1,False,bullish (HH/HL),ranging,False
WELCORP,1439.3,"1062.6-1151.0 (Moderate, FRESH, 25.05% away)",True,Moderate,False,none,False,"759.0-1097.0 (Moderate, FRESH, 31.2% away)",none,bull @ 1425.0 on 2026-06-25,bull @ 869.8 on 2026-04-07,bull,"1399.1-1439.0 (2026-06-23, mitigated)","1480.6-1525.0 (2026-06-30, mitigated)",False,11,0,1231.0-1235.05 (2026-04-29),none,none,785.1,none,2,4,Premium,88.0,1539.0,710.0,False,bullish (HH/HL),bullish (HH/HL),True
GAYAPROJ,21.89,"13.3-14.68 (Moderate, tested, 49.11% away)",False,Moderate,False,none,False,"12.68-16.38 (Moderate, tested, 33.64% away)",none,bull @ 19.65 on 2026-06-02,bull @ 19.65 on 2026-06-02,bull,"18.26-19.3 (2026-05-29, UNMITIGATED)","21.33-22.0 (2026-06-10, mitigated)",True,6,1,18.58-18.72 (2026-06-01),22.9-23.0 (2026-06-25),none,18.28,none,0,1,Premium,70.4,26.0,12.1,False,ranging,bullish (HH/HL),False
CEMPRO,1449.0,"992.3-1089.9 (Moderate, tested, 32.95% away)",False,Moderate,False,none,False,"643.0-982.8 (Moderate, FRESH, 47.44% away)",none,bull @ 1291.6 on 2026-06-30,bull @ 566.15 on 2026-04-08,bull,"1205.0-1247.4 (2026-06-25, UNMITIGATED)","534.15-566.15 (2026-03-25, mitigated)",True,17,0,1363.6-1400.3 (2026-07-03),none,none,504.38,none,0,1,Premium,97.3,1475.0,503.3,False,bullish (HH/HL),bearish (LH/LL),False
SBCL,794.05,"513.6-543.3 (Moderate, FRESH, 46.15% away)",True,Moderate,False,none,False,"368.6-444.0 (Moderate, FRESH, 78.84% away)",none,bull @ 789.85 on 2026-07-03,bull @ 655.0 on 2026-05-20,bull,"672.05-700.0 (2026-05-22, mitigated)","697.0-745.0 (2026-06-08, mitigated)",False,9,0,706.9-723.0 (2026-06-16),none,none,410.5,none,3,1,Premium,98.8,799.05,368.6,False,bullish (HH/HL),ranging,False
MAYURUNIQ,882.15,"717.0-761.0 (Moderate, FRESH, 15.92% away)",True,Moderate,False,none,False,"514.5-592.85 (Moderate, FRESH, 48.8% away)",none,bull @ 847.7 on 2026-06-30,bull @ 805.75 on 2026-06-10,bull,"717.0-761.0 (2026-06-08, UNMITIGATED)","575.75-583.2 (2026-02-18, mitigated)",True,9,0,867.9-868.6 (2026-07-03),none,none,487.57,none,2,2,Premium,94.3,907.0,471.2,False,ranging,bullish (HH/HL),False
THANGAMAYL,6159.5,"5378.0-6153.4 (Moderate, tested, 0.1% away)",False,Moderate,True,none,False,"3433.3-4299.5 (Moderate, FRESH, 43.26% away)",none,bull @ 5720.9 on 2026-06-29,bull @ 4299.5 on 2026-06-02,bull,"5346.0-5649.5 (2026-06-23, UNMITIGATED)","4086.9-4299.5 (2026-05-08, mitigated)",True,8,0,5594.2-5938.0 (2026-06-30),none,none,3440.4,none,1,3,Premium,88.0,6572.0,3120.4,False,ranging,bullish (HH/HL),False
ARVIND,569.05,"496.5-527.85 (Moderate, FRESH, 7.81% away)",True,Moderate,True,none,False,"274.8-310.9 (Moderate, tested, 83.03% away)",none,bull @ 518.3 on 2026-06-23,bull @ 373.0 on 2026-04-06,bull,"541.0-570.0 (2026-06-25, mitigated)",none,False,8,0,527.85-541.0 (2026-06-25),none,none,none,none,3,0,Premium,90.1,600.0,286.0,False,bullish (HH/HL),bullish (HH/HL),True
BBOX,994.95,"525.0-581.0 (Moderate, FRESH, 71.25% away)",True,Moderate,False,none,False,"504.0-762.0 (Moderate, FRESH, 30.57% away)",none,bear @ 946.9 on 2026-06-29,bear @ 946.9 on 2026-06-29,bear,"807.9-844.0 (2026-05-13, UNMITIGATED)",none,True,10,0,885.8-925.3 (2026-05-19),none,none,904.88,sell-side swept (bullish stop-hunt),2,3,Premium,83.6,1103.0,444.3,False,bearish (LH/LL),ranging,False
NITINSPIN,563.55,"480.65-522.5 (Moderate, tested, 7.86% away)",False,Moderate,True,none,False,"302.2-374.0 (Moderate, tested, 50.68% away)",none,bull @ 527.8 on 2026-06-04,bull @ 379.8 on 2026-04-07,bull,"498.75-514.85 (2026-06-03, UNMITIGATED)",none,True,5,0,514.85-522.5 (2026-06-05),none,none,480.3,none,2,2,Premium,93.9,580.5,302.2,False,bullish (HH/HL),bullish (HH/HL),True
TIRUPATIFL,66.82,"47.8-50.48 (Moderate, FRESH, 32.37% away)",True,Moderate,False,none,False,none,none,bull @ 47.36 on 2026-06-16,bull @ 47.36 on 2026-06-16,bull,"63.0-67.52 (2026-07-01, mitigated)","38.0-41.4 (2026-05-14, mitigated)",False,7,0,58.03-63.0 (2026-07-01),none,none,39.01,none,1,2,Premium,86.8,72.29,31.0,False,bullish (HH/HL),ranging,False
CMPDI,277.5,none,,none,False,none,False,n/a (short),n/a (short),bull @ 268.0 on 2026-07-03,bull @ 256.0 on 2026-06-16,bull,"241.82-250.37 (2026-06-29, UNMITIGATED)","234.81-247.4 (2026-06-09, mitigated)",True,8,0,267.0-267.96 (2026-07-03),none,none,221.21,none,0,1,Premium,95.4,283.69,150.16,False,bullish (HH/HL),ranging,False
SPARC,239.37,"158.21-189.45 (Moderate, FRESH, 26.35% away)",True,Moderate,False,none,False,"136.72-182.59 (Moderate, FRESH, 31.1% away)",none,bull @ 222.59 on 2026-06-12,bull @ 123.68 on 2026-03-25,bull,"202.19-213.0 (2026-06-11, UNMITIGATED)","212.0-239.4 (2026-05-25, mitigated)",True,6,0,232.9-235.91 (2026-07-01),none,248.35,none,none,2,0,Premium,90.5,253.17,108.0,False,bullish (HH/HL),bearish (LH/LL),False
SCPL,561.35,"458.0-500.0 (Moderate, FRESH, 12.27% away)",True,Moderate,False,none,False,"300.0-387.0 (Moderate, FRESH, 45.05% away)",none,bull @ 516.0 on 2026-07-01,bull @ 328.7 on 2026-04-27,bull,"469.15-500.0 (2026-06-30, UNMITIGATED)","436.2-480.0 (2026-05-11, mitigated)",True,12,0,549.95-551.1 (2026-07-03),none,none,299.0,none,3,2,Premium,89.2,594.85,285.9,False,bullish (HH/HL),ranging,False
IOLCP,142.96,"103.76-113.7 (Moderate, FRESH, 25.73% away)",True,Moderate,False,none,False,"67.19-83.0 (Moderate, FRESH, 72.24% away)",none,bull @ 139.4 on 2026-06-29,bull @ 74.8 on 2026-03-24,bull,"130.3-138.4 (2026-06-24, UNMITIGATED)","78.9-83.4 (2026-02-10, mitigated)",True,8,0,133.66-141.5 (2026-06-30),none,none,79.17,none,2,2,Premium,90.2,151.2,67.19,False,ranging,bearish (LH/LL),False
IDEAFORGE,821.6,"456.15-494.8 (Moderate, FRESH, 66.05% away)",True,Moderate,False,none,False,"366.0-568.75 (Moderate, FRESH, 44.46% away)",none,bear @ 845.0 on 2026-06-24,bear @ 845.0 on 2026-06-24,bear,"720.0-796.95 (2026-05-12, mitigated)","758.45-832.0 (2026-05-08, mitigated)",False,13,1,775.95-830.0 (2026-05-26),880.0-885.25 (2026-06-24),none,405.42,none,0,1,Premium,72.8,992.25,366.0,False,bearish (LH/LL),bearish (LH/LL),True
SATIN,254.8,"169.14-183.0 (Moderate, FRESH, 39.23% away)",True,Moderate,False,none,False,"143.26-183.0 (Moderate, FRESH, 39.23% away)",none,bull @ 241.0 on 2026-06-30,bull @ 241.0 on 2026-06-30,bull,"184.16-190.89 (2026-05-05, UNMITIGATED)","232.77-244.47 (2026-06-24, mitigated)",True,9,0,248.2-252.88 (2026-07-02),none,none,213.24,none,0,6,Premium,94.3,262.02,136.0,False,bullish (HH/HL),bullish (HH/HL),True
KIRLPNU,1825.9,"1561.7-1672.0 (Moderate, FRESH, 9.2% away)",True,Moderate,False,none,False,"1490.3-1705.0 (Moderate, FRESH, 7.09% away)",none,bear @ 1866.5 on 2026-07-02,bear @ 1866.5 on 2026-07-02,bear,"1795.0-1879.0 (2026-06-18, mitigated)","1965.0-2040.0 (2026-07-01, UNMITIGATED)",False,8,1,1656.0-1795.0 (2026-06-18),1906.1-1965.0 (2026-07-03),none,1502.75,none,1,3,Premium,68.6,2197.1,1015.0,False,bullish (HH/HL),ranging,False
ZIMLAB,122.01,"65.52-71.0 (Moderate, tested, 71.85% away)",False,Moderate,False,none,False,"65.26-89.89 (Moderate, FRESH, 35.73% away)","107.0-127.0 (Moderate, tested, -12.3% away)",bull @ 116.99 on 2026-06-19,bull @ 74.0 on 2026-04-15,bull,"108.02-112.0 (2026-06-17, mitigated)","64.1-74.0 (2026-03-17, mitigated)",False,4,0,119.66-120.0 (2026-06-23),none,none,68.87,none,1,2,Premium,84.1,133.9,59.31,False,bullish (HH/HL),bearish (LH/LL),False
LOKESHMACH,314.9,"211.52-236.0 (Moderate, tested, 33.43% away)",False,Moderate,False,none,False,"157.0-186.0 (Moderate, tested, 69.3% away)",none,bull @ 300.0 on 2026-07-03,bull @ 278.4 on 2026-06-22,bull,"267.0-280.0 (2026-06-19, mitigated)",none,False,2,0,285.7-314.9 (2026-07-03),none,none,170.0,none,3,2,Premium,100.0,314.9,151.06,False,bullish (HH/HL),bullish (HH/HL),True
DJML,121.87,"71.1-80.59 (Moderate, tested, 51.22% away)",False,Moderate,False,none,False,"62.2-77.97 (Moderate, tested, 56.3% away)",none,bull @ 119.29 on 2026-07-03,bull @ 85.88 on 2026-04-16,bull,"110.51-117.89 (2026-07-01, UNMITIGATED)","107.21-114.85 (2026-06-12, mitigated)",True,3,0,117.89-118.37 (2026-07-03),none,none,87.85,none,2,3,Premium,95.3,124.8,62.2,False,bullish (HH/HL),ranging,False
511523,32.57,"16.92-18.0 (Moderate, tested, 80.94% away)",False,Moderate,False,none,False,"22.0-25.0 (Moderate, FRESH, 30.28% away)",none,bull @ 24.94 on 2026-06-11,bull @ 20.77 on 2026-05-04,bull,"23.07-24.01 (2026-05-26, mitigated)",none,False,7,0,30.75-31.0 (2026-06-30),none,none,18.23,none,4,3,Premium,99.9,32.59,17.0,False,bullish (HH/HL),ranging,False
NEOGEN,1968.3,"1448.7-1581.5 (Moderate, tested, 24.46% away)",False,Moderate,False,none,False,"1056.8-1199.0 (Moderate, tested, 64.16% away)",none,bear @ 1896.0 on 2026-06-25,bear @ 1896.0 on 2026-06-25,bear,"1862.4-1957.7 (2026-06-25, mitigated)","2028.0-2090.0 (2026-06-16, mitigated)",False,9,0,1896.2-1975.0 (2026-07-01),none,none,1092.5,none,1,1,Premium,87.8,2090.0,1090.5,False,ranging,ranging,True
APARINDS,14174.0,"12412.0-13149.0 (Moderate, tested, 7.8% away)",False,Moderate,True,"15575.0-16756.0 (Moderate, FRESH, 9.88% above)",False,"6801.0-8350.0 (Moderate, FRESH, 69.75% away)",none,bear @ 15612.0 on 2026-07-01,bear @ 15612.0 on 2026-07-01,bear,"12412.0-13079.0 (2026-05-25, mitigated)","16569.0-17157.0 (2026-06-24, UNMITIGATED)",False,6,2,13799.0-14025.0 (2026-06-11),15175.0-15655.0 (2026-07-02),none,9312.0,none,1,2,Premium,71.2,17157.0,6801.0,False,bullish (HH/HL),bullish (HH/HL),True
SANSERA,3251.5,"2259.0-2478.0 (Moderate, tested, 31.21% away)",False,Moderate,False,none,False,"2259.0-2672.5 (Moderate, FRESH, 21.67% away)",none,bull @ 3000.0 on 2026-06-23,bull @ 2627.4 on 2026-05-21,bull,"2817.0-3000.0 (2026-06-16, UNMITIGATED)","2871.0-2950.0 (2026-06-12, mitigated)",True,6,0,3037.0-3068.1 (2026-06-24),none,none,2137.55,none,1,2,Premium,98.8,3271.0,1622.8,False,bullish (HH/HL),bullish (HH/HL),True
WHEELS,1491.6,"1263.0-1363.9 (Moderate, FRESH, 9.36% away)",True,Moderate,False,"1542.3-1808.0 (Moderate, tested, 3.4% above)",True,"928.0-1091.85 (Moderate, FRESH, 36.61% away)",none,bull @ 1700.0 on 2026-06-29,bull @ 915.0 on 2026-03-09,bull,"1535.0-1630.9 (2026-05-19, mitigated)","1691.4-1796.5 (2026-06-29, UNMITIGATED)",False,2,1,1348.7-1477.2 (2026-05-18),1635.0-1736.0 (2026-07-02),1700.0,847.05,buy-side swept (bearish stop-hunt),2,2,Premium,71.3,1808.0,705.85,False,ranging,ranging,True
KIRLOSENG,2230.8,"1910.0-2052.7 (Moderate, FRESH, 8.68% away)",True,Moderate,False,none,False,"1536.1-1775.0 (Moderate, FRESH, 25.68% away)",none,bull @ 1990.8 on 2026-06-19,bull @ 1775.0 on 2026-05-27,bull,"1972.2-2052.7 (2026-06-18, UNMITIGATED)","1710.3-1765.0 (2026-05-07, mitigated)",True,9,1,2052.7-2200.0 (2026-06-22),2462.7-2484.3 (2026-06-30),none,none,none,0,0,Premium,70.6,2720.0,1058.5,False,bullish (HH/HL),bullish (HH/HL),True
AEQUS,236.54,"137.96-174.8 (Moderate, tested, 35.32% away)",False,Moderate,False,none,False,"113.3-149.97 (Moderate, FRESH, 57.72% away)",none,bull @ 214.89 on 2026-06-19,bull @ 194.48 on 2026-06-15,bull,"196.21-202.5 (2026-06-17, UNMITIGATED)","199.24-209.0 (2026-05-08, mitigated)",True,6,0,211.66-223.07 (2026-06-22),none,none,176.73,none,2,4,Premium,92.2,246.9,113.3,False,ranging,ranging,True
SKMEGGPROD,314.6,"244.0-279.0 (Moderate, FRESH, 12.76% away)",True,Moderate,False,none,False,"164.0-225.48 (Moderate, tested, 39.52% away)",none,bull @ 257.4 on 2026-06-24,bull @ 169.95 on 2026-04-08,bull,"290.0-309.86 (2026-06-30, mitigated)","193.16-202.74 (2026-05-20, mitigated)",False,7,0,276.01-290.0 (2026-06-30),none,none,none,none,1,0,Premium,94.6,324.4,143.1,False,bullish (HH/HL),ranging,False
APOLLO,450.05,"317.8-377.7 (Moderate, tested, 19.16% away)",False,Moderate,False,none,False,"270.6-337.8 (Moderate, FRESH, 33.23% away)",none,bull @ 444.4 on 2026-07-03,bull @ 444.4 on 2026-07-03,bull,"414.05-428.0 (2026-07-01, UNMITIGATED)","313.15-337.8 (2026-05-08, mitigated)",True,12,0,428.0-441.9 (2026-07-03),none,none,227.58,none,0,2,Premium,94.3,466.5,179.5,False,ranging,ranging,True
532380,15.08,"13.12-15.37 (Moderate, tested, -1.89% away)",False,Moderate,True,none,False,"6.01-7.42 (Moderate, tested, 103.23% away)",none,bull @ 14.67 on 2026-06-15,bull @ 14.67 on 2026-06-15,bull,"14.02-14.52 (2026-06-25, mitigated)","14.67-16.0 (2026-06-15, mitigated)",False,0,1,none,16.24-16.89 (2026-03-12),16.88,none,none,2,0,Premium,82.1,16.9,6.72,False,bullish (HH/HL),ranging,False
SKYGOLD,560.0,"495.05-539.8 (Moderate, FRESH, 3.74% away)",True,Moderate,True,"506.35-590.0 (Moderate, tested, -9.58% above)",False,"337.0-467.25 (Moderate, tested, 19.85% away)",none,bull @ 545.75 on 2026-07-02,bull @ 356.85 on 2026-04-06,bull,"525.7-538.25 (2026-07-01, UNMITIGATED)","560.7-590.0 (2026-06-04, mitigated)",True,7,0,538.25-557.0 (2026-07-03),none,none,326.3,none,0,3,Premium,89.7,590.0,297.95,False,bearish (LH/LL),bullish (HH/HL),False
INOXINDIA,1871.0,"1469.1-1753.0 (Moderate, FRESH, 6.73% away)",True,Moderate,True,none,False,"1368.1-1594.0 (Moderate, FRESH, 17.38% away)",none,bull @ 1980.0 on 2026-06-22,bull @ 1508.6 on 2026-05-27,bull,"1433.3-1510.0 (2026-06-01, UNMITIGATED)","1820.1-1924.4 (2026-06-17, mitigated)",True,6,0,1753.0-1791.0 (2026-06-11),none,none,1150.0,none,2,3,Premium,77.9,2099.0,1068.2,False,bullish (HH/HL),bullish (HH/HL),True
DIVGIITTS,1021.5,"825.0-881.0 (Moderate, FRESH, 15.95% away)",True,Moderate,False,none,False,"608.95-729.9 (Moderate, tested, 39.95% away)",none,bull @ 890.0 on 2026-06-30,bull @ 750.0 on 2026-05-26,bull,"823.0-873.8 (2026-06-23, UNMITIGATED)","691.5-729.9 (2026-03-25, mitigated)",True,6,0,881.0-972.0 (2026-07-01),none,none,644.5,none,0,2,Premium,91.1,1065.0,576.2,False,bullish (HH/HL),bullish (HH/HL),True
539730,2588.8,"2226.0-2375.0 (Moderate, FRESH, 9.0% away)",True,Moderate,False,none,False,"1590.0-1865.0 (Moderate, FRESH, 38.81% away)",none,bull @ 2699.0 on 2026-06-29,bull @ 1833.0 on 2026-04-09,bull,"2270.0-2364.85 (2026-06-15, UNMITIGATED)","2467.85-2560.0 (2026-05-21, mitigated)",True,3,1,2364.85-2539.95 (2026-06-17),2781.0-2789.0 (2026-07-03),none,2169.12,none,2,3,Premium,80.2,2891.0,1362.15,False,bullish (HH/HL),ranging,False
544023,757.55,"520.5-586.0 (Moderate, tested, 29.27% away)",False,Moderate,False,none,False,"377.4-470.0 (Moderate, tested, 61.18% away)",none,bull @ 640.0 on 2026-06-25,bull @ 600.0 on 2026-06-16,bull,"531.0-553.5 (2026-06-12, UNMITIGATED)","619.0-631.1 (2026-06-17, mitigated)",True,8,0,716.5-736.0 (2026-07-03),none,none,461.1,none,4,3,Premium,99.1,760.5,438.65,False,ranging,bullish (HH/HL),False
JAYBARMARU,171.55,"113.2-132.5 (Moderate, tested, 29.47% away)",False,Moderate,False,none,False,"85.05-98.37 (Moderate, FRESH, 74.39% away)",none,bull @ 124.1 on 2026-06-02,bull @ 97.3 on 2026-05-20,bull,"130.1-138.0 (2026-06-11, UNMITIGATED)","81.45-84.94 (2026-03-25, mitigated)",True,7,0,166.85-168.0 (2026-06-30),none,none,90.01,none,0,2,Premium,93.0,178.89,74.15,False,bullish (HH/HL),ranging,False
DATAPATTNS,4507.0,"3953.6-4320.0 (Moderate, tested, 4.33% away)",False,Moderate,True,none,False,"2167.0-2774.0 (Moderate, tested, 62.47% away)",none,bull @ 4722.0 on 2026-06-17,bull @ 4249.0 on 2026-06-09,bull,"4335.1-4620.0 (2026-06-15, mitigated)","4110.0-4212.0 (2026-05-27, mitigated)",False,3,1,3360.0-3430.0 (2026-04-16),4640.9-4719.7 (2026-06-25),none,none,none,3,0,Premium,84.1,4955.9,2131.0,False,bullish (HH/HL),bullish (HH/HL),True
APOLLOPIPE,479.4,"463.05-496.65 (Moderate, tested, -3.47% away)",False,Moderate,False,"503.65-526.6 (Moderate, tested, 5.06% above)",True,"300.4-365.0 (Moderate, FRESH, 31.34% away)",none,bull @ 506.0 on 2026-06-15,bull @ 279.0 on 2026-02-06,bull,"505.95-523.9 (2026-05-19, mitigated)","485.15-498.0 (2026-06-22, mitigated)",False,1,0,459.0-485.1 (2026-05-08),none,none,277.7,none,0,1,Premium,75.3,554.0,252.1,False,ranging,ranging,True
POWERINDIA,31040.0,"31195.0-33730.0 (Moderate, tested, -7.98% away)",False,Moderate,False,"35145.0-37335.0 (Moderate, tested, 13.22% above)",False,"16111.0-19898.0 (Moderate, FRESH, 56.0% away)",none,bear @ 33120.0 on 2026-07-03,bear @ 34820.0 on 2026-06-09,bear,"31645.0-32660.0 (2026-05-13, mitigated)","36115.0-37115.0 (2026-06-19, UNMITIGATED)",False,5,3,28970.0-29760.0 (2026-04-21),32085.0-33340.0 (2026-07-03),37387.5,23985.0,none,1,2,Premium,65.8,38785.0,16111.0,False,ranging,ranging,True
KRN,1214.8,"1146.1-1238.9 (Moderate, tested, -1.95% away)",False,Moderate,True,none,False,"823.3-986.2 (Moderate, FRESH, 23.18% away)",none,bull @ 1149.0 on 2026-06-03,bull @ 1149.0 on 2026-06-03,bull,"1170.0-1210.0 (2026-06-24, UNMITIGATED)","1271.0-1314.0 (2026-04-30, mitigated)",True,6,0,1191.0-1238.0 (2026-06-30),none,none,none,none,1,0,Premium,76.7,1405.0,589.8,False,ranging,bullish (HH/HL),False
NRL,92.57,"51.1-54.36 (Moderate, FRESH, 70.29% away)",True,Moderate,False,none,False,"50.8-57.45 (Moderate, FRESH, 61.13% away)",none,bull @ 84.98 on 2026-07-01,bull @ 57.4 on 2026-05-26,bull,"69.1-72.75 (2026-06-05, mitigated)","54.22-57.0 (2026-05-07, mitigated)",False,6,0,85.87-89.9 (2026-07-03),none,none,51.12,none,1,2,Premium,99.9,92.62,45.1,False,bullish (HH/HL),ranging,False
ATHERENERG,1130.0,"958.7-1014.0 (Moderate, FRESH, 11.44% away)",True,Moderate,False,none,False,"534.5-679.0 (Moderate, tested, 66.42% away)",none,bull @ 1069.0 on 2026-06-29,bull @ 749.5 on 2026-03-18,bull,"981.0-1012.0 (2026-06-24, UNMITIGATED)","906.8-982.35 (2026-05-05, mitigated)",True,6,0,1098.0-1120.1 (2026-07-01),none,none,741.25,none,0,1,Premium,92.1,1176.2,589.0,False,bullish (HH/HL),ranging,False
SGFIN,673.8,"560.05-589.95 (Moderate, tested, 14.21% away)",False,Moderate,False,none,False,"361.25-415.7 (Moderate, tested, 62.09% away)",none,bull @ 610.0 on 2026-06-30,bull @ 596.8 on 2026-06-09,bull,"581.9-594.7 (2026-06-25, UNMITIGATED)","418.55-459.0 (2026-03-27, mitigated)",True,5,0,621.35-655.0 (2026-07-02),none,none,552.5,none,1,2,Premium,92.6,701.85,323.0,False,ranging,bullish (HH/HL),False
PREMIERPOL,68.3,"39.15-44.4 (Moderate, tested, 53.83% away)",False,Moderate,False,none,False,"39.1-44.4 (Moderate, tested, 53.83% away)",none,bull @ 66.5 on 2026-06-30,bull @ 57.18 on 2026-06-16,bull,"60.75-63.54 (2026-06-24, UNMITIGATED)","56.0-59.4 (2026-05-11, mitigated)",True,4,0,65.82-67.38 (2026-07-01),none,none,39.12,none,2,1,Premium,94.8,69.9,39.15,False,ranging,bullish (HH/HL),False
ACMESOLAR,383.25,"342.2-366.3 (Moderate, FRESH, 4.63% away)",True,Moderate,True,none,False,"236.0-259.1 (Moderate, tested, 47.92% away)",none,bull @ 364.8 on 2026-06-29,bull @ 364.8 on 2026-06-29,bull,"348.3-366.3 (2026-06-25, UNMITIGATED)",none,True,9,0,357.2-374.1 (2026-06-30),none,none,267.18,none,2,2,Premium,92.6,398.15,195.9,False,bullish (HH/HL),bullish (HH/HL),True
UNIVPHOTO,357.95,"347.0-365.0 (Moderate, tested, -1.93% away)",False,Moderate,True,none,False,"339.35-437.9 (Moderate, tested, -18.26% away)",none,bear @ 415.15 on 2026-06-01,bear @ 415.15 on 2026-06-01,bear,"347.0-356.0 (2026-06-22, mitigated)",none,False,0,19,none,366.0-380.25 (2026-06-09),438.97,340.35,none,2,1,Equilibrium,52.9,515.8,180.6,False,ranging,ranging,True
SENORES,1381.9,"1001.0-1194.9 (Moderate, FRESH, 15.65% away)",True,Moderate,False,none,False,"906.6-1194.4 (Moderate, FRESH, 15.7% away)",none,bull @ 1360.0 on 2026-07-03,bull @ 767.65 on 2026-03-25,bull,"1001.0-1049.3 (2026-06-08, UNMITIGATED)","740.45-758.0 (2026-03-20, mitigated)",True,10,0,1194.9-1252.9 (2026-06-15),none,none,716.77,none,3,1,Premium,96.3,1408.0,706.0,False,bullish (HH/HL),ranging,False
WABAG,2080.9,"1612.1-1829.9 (Moderate, FRESH, 13.72% away)",True,Moderate,False,none,False,"1326.3-1609.9 (Moderate, FRESH, 29.26% away)",none,bull @ 2188.0 on 2026-07-02,bull @ 1584.9 on 2026-06-05,bull,"1739.2-1778.0 (2026-06-17, UNMITIGATED)","2088.0-2188.0 (2026-06-25, mitigated)",True,11,0,2036.0-2041.0 (2026-07-02),none,none,1262.75,none,2,1,Premium,88.5,2217.0,1033.0,False,bullish (HH/HL),ranging,False
CENTUM,3627.0,"2075.0-2273.8 (Moderate, tested, 59.51% away)",False,Moderate,False,none,False,none,none,bull @ 3749.8 on 2026-06-30,bull @ 3066.6 on 2026-04-17,bull,"3135.4-3275.2 (2026-05-26, mitigated)","2930.5-3198.8 (2026-05-08, mitigated)",False,4,0,3399.0-3415.8 (2026-06-12),none,3719.5,3478.35,buy-side swept (bearish stop-hunt),3,2,Premium,84.6,3916.0,2044.2,False,bullish (HH/HL),ranging,False
FCL,39.12,"30.55-35.8 (Moderate, FRESH, 9.27% away)",True,Moderate,False,none,False,"22.6-35.8 (Moderate, FRESH, 9.27% away)",none,bull @ 44.44 on 2026-06-17,bull @ 22.46 on 2026-04-08,bull,"30.64-34.12 (2026-05-21, UNMITIGATED)","32.35-35.8 (2026-05-20, mitigated)",True,5,2,33.52-38.87 (2026-05-26),39.67-40.9 (2026-06-30),none,23.88,none,2,4,Premium,71.3,47.18,19.1,False,bullish (HH/HL),bearish (LH/LL),False
SPAL,1118.6,"850.0-1084.0 (Moderate, tested, 3.19% away)",False,Moderate,True,none,False,"732.4-849.5 (Moderate, FRESH, 31.68% away)",none,bull @ 849.5 on 2026-06-15,bull @ 710.0 on 2026-03-18,bull,"1010.5-1094.55 (2026-06-29, mitigated)",none,False,5,0,1001.75-1051.0 (2026-06-25),none,none,695.85,none,3,4,Premium,88.6,1185.0,600.0,False,bullish (HH/HL),ranging,False
SGMART,600.95,"560.25-590.25 (Moderate, tested, 1.81% away)",False,Moderate,True,none,False,none,none,bear @ 574.75 on 2026-06-01,bear @ 574.75 on 2026-06-01,bear,"573.85-590.25 (2026-06-05, mitigated)","469.3-506.0 (2026-03-27, mitigated)",False,2,0,548.0-556.0 (2026-05-08),none,none,575.2,none,2,2,Premium,88.6,638.1,313.1,False,bearish (LH/LL),bullish (HH/HL),False
J&KBANK,165.2,"141.92-151.95 (Moderate, tested, 8.72% away)",False,Moderate,False,none,False,"98.61-106.53 (Moderate, FRESH, 55.07% away)",none,bull @ 145.0 on 2026-06-03,bull @ 128.48 on 2026-04-16,bull,"146.75-149.8 (2026-06-05, UNMITIGATED)","157.91-161.49 (2026-06-29, mitigated)",True,5,0,157.6-162.1 (2026-07-03),none,none,98.52,none,2,1,Premium,97.2,167.15,98.5,False,bullish (HH/HL),ranging,False
