symbol,day0_date,day0_idx_from_end,day0_open,day0_close,day0_volume,day0_verified_volspike,day0_vol_x_50davg,rsi,stoch_k,stoch_d,bb_width,pctB,cci,williams_r,mfi,obv_dir,macd,macd_signal,macd_hist,macd_vs_zero,ema20,ema20_slope,ema50,ema50_slope,ema_alignment,adx,atr,atr_pct,supertrend,supertrend_flip,day0_candle,pct_from_52wh,pct_vs_ema200,bb_position,bos_triggered,vcp_pivot_broken,demand_zone_reclaimed,order_block_broken,pre_vol_pattern,pre_rsi_trend,pre_range_pct,pre_tight_range,pre_volume_dryup,pre_shakeout,bars_available
HINDCOPPER,2025-09-12,182,251.0,280.05,50184477,True,10.96,75.5,81.8,77.2,16.97,142.7,232.8,-4.2,86.9,already_rising,2.266,-1.775,4.041,above,246.37,up,247.44,up,n/a(short),27.0,9.28,3.31,green,none_recent,Bullish Marubozu;Three White Soldiers,-2.64,,upper,Y,Y,Y,Y,rising,turning_up,5.68,Y,Y,N,354
STYLAMIND,2025-09-08,186,1665.9,1835.1,533977,True,11.56,65.9,47.1,24.9,11.13,140.8,119.2,-17.2,71.9,already_rising,-7.155,-17.781,10.626,below,1684.03,down/flat,1695.86,down/flat,n/a(short),15.8,67.36,3.67,green,just_flipped_green,none,-20.62,,upper,Y,Y,N,Y,rising,flat/down,6.38,Y,N,Y,354
AGIIL,2025-09-24,174,238.0,247.52,3500270,True,4.31,71.5,82.6,72.5,6.95,129.3,143.0,-9.1,44.6,flat/down,4.38,4.102,0.278,above,234.67,up,224.14,up,n/a(short),32.0,6.87,2.77,green,none_recent,none,-0.75,,upper,Y,Y,N,Y,rising,turning_up,5.37,Y,N,N,354
PASUPTAC,2026-04-23,32,47.4,53.35,547603,True,3.12,68.5,81.0,81.7,24.36,114.5,128.7,-9.0,63.2,already_rising,0.79,0.092,0.698,above,47.42,up,47.57,up,bearish,13.5,2.52,4.72,green,none_recent,none,-15.98,10.48,upper,Y,Y,Y,Y,declining,flat/down,5.42,Y,Y,N,353
ABSLAMC,2025-12-30,109,787.6,828.75,1221458,True,4.5,72.4,79.2,73.6,14.43,116.3,173.7,-8.9,80.9,already_rising,11.665,3.754,7.911,above,767.28,up,769.55,up,bearish,25.1,24.24,2.93,green,none_recent,none,-8.73,6.7,upper,Y,Y,Y,Y,declining,turning_up,6.87,Y,N,N,354
MWL,2025-09-09,183,184.0,198.45,91200,True,3.01,67.7,42.6,30.4,6.92,122.9,79.6,-13.9,72.4,already_rising,2.943,3.34,-0.398,above,188.01,up,181.11,up,n/a(short),24.6,6.06,3.05,green,none_recent,Bullish Engulfing;Tweezer Bottom;Outside Bar,-1.27,,upper,Y,Y,N,Y,declining,flat/down,7.05,Y,Y,N,352
NIBE,2026-05-20,14,1125.3,1174.6,341383,True,4.08,67.6,75.6,50.7,16.83,115.8,125.3,-9.2,77.8,already_rising,18.3,10.092,8.208,above,1051.57,up,1036.12,up,crossing/mixed,20.8,53.43,4.55,green,none_recent,Three White Soldiers,-41.3,2.41,upper,Y,Y,Y,Y,rising,turning_up,12.43,N,N,Y,329
WOCKPHARMA,2026-05-06,24,1564.7,1716.9,22985789,True,17.16,80.9,67.6,53.4,22.86,142.2,160.8,-14.5,96.6,already_rising,62.126,40.392,21.734,above,1423.74,up,1369.71,up,crossing/mixed,35.2,72.09,4.2,green,none_recent,Three White Soldiers,-8.13,23.43,upper,Y,Y,Y,Y,rising,turning_up,12.92,N,N,N,354
FINCABLES,2026-02-09,81,787.0,792.65,291355,True,1.63,64.0,79.5,65.4,13.51,98.2,120.8,-2.5,67.7,already_rising,-0.169,-6.856,6.687,below,748.34,up,757.19,up,bearish,18.3,21.39,2.7,green,just_flipped_green,Hanging Man;Bullish Pin Bar,-25.22,-4.66,upper,Y,Y,Y,Y,rising,turning_up,9.23,Y,N,Y,354
SENORES,2026-04-09,42,800.0,805.35,545041,True,3.3,59.2,78.1,75.1,12.44,99.6,109.7,-11.4,72.5,already_rising,4.327,-2.511,6.837,above,769.63,up,774.9,up,crossing/mixed,17.9,32.01,3.97,red,none_recent,none,-8.12,9.74,upper,Y,Y,Y,Y,rising,rising_slowly,7.77,Y,N,Y,354
543828,2026-02-10,78,25.2,26.9,556000,True,2.57,67.6,96.9,89.1,43.4,103.1,91.2,-6.5,62.1,already_rising,0.139,-0.762,0.9,above,22.86,up,23.76,up,bearish,24.4,1.64,6.08,green,just_flipped_green,Outside Bar;Three White Soldiers,-35.88,-5.55,upper,Y,N,Y,Y,declining,turning_up,24.98,N,N,Y,350
VTL,2025-10-23,155,430.5,437.4,14428536,False,10.53,64.3,73.2,66.8,8.96,131.6,166.3,-24.5,92.7,already_rising,-1.655,-4.872,3.217,below,410.72,up,420.1,down/flat,n/a(short),13.7,13.23,3.02,green,just_flipped_green,Shooting Star,-18.99,,upper,Y,Y,Y,Y,declining,turning_up,4.3,Y,Y,Y,354
AZAD,2026-04-13,40,1678.0,1741.2,405251,True,1.63,69.4,96.6,95.1,23.99,105.7,110.3,-5.4,82.9,already_rising,26.533,-4.632,31.165,above,1585.57,up,1579.97,up,crossing/mixed,18.8,69.28,3.98,green,just_flipped_green,Outside Bar;Three White Soldiers,-8.31,8.95,upper,Y,N,Y,Y,rising,turning_up,10.88,N,Y,N,354
GANESHBE,2026-02-20,72,79.6,88.5,609170,True,5.18,69.0,83.2,73.3,24.84,112.2,141.0,-7.9,87.3,already_rising,1.483,0.356,1.128,above,78.74,up,79.04,up,bearish,28.9,3.78,4.28,green,none_recent,Three White Soldiers,-33.86,-2.63,upper,Y,Y,Y,Y,declining,turning_up,7.47,Y,Y,N,353
SHREEJISPG,2025-10-30,150,255.2,265.14,3869962,True,3.64,64.8,82.0,72.5,14.5,117.1,193.4,-12.2,87.8,already_rising,0.782,-1.846,2.627,above,244.8,up,,down/flat,n/a(short),29.3,9.91,3.74,green,none_recent,Three White Soldiers,-3.59,,upper,Y,Y,Y,Y,rising,turning_up,7.11,Y,Y,N,195
SUNFLAG,2026-04-10,41,242.5,249.42,280548,True,1.62,62.5,95.0,93.0,23.99,107.0,106.6,-2.7,69.9,already_rising,0.778,-4.457,5.235,above,226.22,up,232.95,up,bearish,18.6,11.38,4.56,green,just_flipped_green,none,-22.54,-1.54,upper,Y,N,Y,Y,declining,turning_up,15.5,N,N,Y,354
BANDHANBNK,2026-01-28,89,149.0,153.35,13731892,True,1.74,63.1,85.0,65.5,9.2,111.5,178.5,-6.1,66.3,already_rising,0.055,-1.003,1.058,above,145.79,up,148.18,down/flat,bearish,21.0,4.0,2.61,green,just_flipped_green,Bullish Engulfing;Morning Star,-20.33,-1.97,upper,Y,Y,N,Y,rising,turning_up,9.94,Y,N,Y,354
544141,2026-04-15,37,235.5,249.85,60000,True,1.66,61.5,74.8,78.0,12.18,125.8,240.2,-20.2,84.6,already_rising,2.407,0.914,1.493,above,230.8,up,226.89,up,20>50>200,16.9,10.64,4.26,green,none_recent,none,-3.89,20.55,upper,Y,Y,Y,Y,declining,flat/down,5.76,Y,Y,Y,350
NATIONALUM,2025-09-02,190,192.0,200.53,25022851,True,3.5,65.0,65.9,39.6,7.04,135.4,247.7,-7.8,73.2,already_rising,0.84,0.103,0.737,above,189.87,up,188.29,up,n/a(short),12.4,4.82,2.4,green,just_flipped_green,Three White Soldiers,-7.04,,upper,Y,Y,N,Y,rising,turning_up,4.56,Y,Y,N,354
539730,2025-08-22,193,1119.95,1254.05,51104,True,2.5,81.9,73.9,63.4,27.35,124.2,139.7,-6.9,72.8,already_rising,58.986,50.582,8.404,above,1046.76,up,951.3,up,n/a(short),56.4,60.1,4.79,green,none_recent,none,-1.64,,upper,Y,Y,Y,Y,rising,turning_up,9.39,Y,N,N,350
NETWEB,2025-08-25,195,2316.6,2371.8,3039690,True,3.4,67.9,61.2,42.3,22.44,102.5,131.2,-13.5,72.4,already_rising,74.569,62.223,12.346,above,2121.79,up,2006.26,up,n/a(short),29.9,107.49,4.53,green,none_recent,Three White Soldiers,-17.27,,upper,Y,N,N,Y,rising,turning_up,13.73,N,N,N,354
MCX,2025-10-09,164,1637.8,1741.2,6516650,True,2.69,71.7,84.6,84.1,11.96,125.1,169.9,-4.2,74.9,already_rising,26.217,12.88,13.336,above,1610.46,up,1585.57,up,n/a(short),15.6,45.36,2.61,green,just_flipped_green,Bullish Marubozu;Bullish Engulfing;Morning Star,-4.49,,upper,Y,Y,Y,Y,declining,turning_up,6.59,Y,Y,N,354
DBOL,2025-12-11,120,78.35,80.97,178901,True,2.34,65.2,88.9,85.3,17.82,98.4,97.2,-6.0,71.9,already_rising,0.693,-0.183,0.876,above,76.43,up,77.44,up,bearish,26.0,2.99,3.69,green,just_flipped_green,Three White Soldiers,-31.9,-2.13,upper,Y,Y,Y,Y,rising,turning_up,6.79,Y,N,N,353
LLOYDSENGG,2026-04-08,43,48.0,49.26,8815453,True,1.65,62.0,94.5,81.7,25.21,115.4,106.1,-2.8,67.4,already_rising,-0.561,-1.665,1.104,below,43.43,up,45.95,down/flat,bearish,21.4,2.75,5.58,green,just_flipped_green,NR4;Three White Soldiers,-41.55,-10.3,upper,Y,N,N,Y,declining,turning_up,17.99,N,N,Y,354
544191,2025-12-12,117,44.5,47.34,461752,True,7.2,66.2,82.5,76.9,12.29,119.9,177.4,-7.8,72.9,already_rising,0.924,0.829,0.095,above,43.67,up,41.93,up,crossing/mixed,18.4,2.72,5.76,green,none_recent,none,-31.34,7.68,upper,Y,Y,Y,Y,rising,turning_up,7.27,Y,Y,N,350
538668,2026-04-09,40,619.0,632.95,62922,True,1.56,67.2,82.5,65.5,22.8,118.0,170.7,-14.2,54.9,turning_up,8.925,-1.044,9.969,above,560.8,up,560.23,up,20>50>200,24.3,37.78,5.97,green,just_flipped_green,Hanging Man;Outside Bar;Three White Soldiers,-3.37,17.2,upper,Y,N,Y,Y,rising,turning_up,14.85,N,N,N,351
STEELCAS,2026-02-03,84,229.0,242.55,719381,True,8.05,68.5,67.8,49.3,27.61,123.3,263.0,-15.5,73.8,already_rising,0.011,-3.803,3.814,above,202.8,up,206.69,down/flat,bearish,22.6,13.28,5.48,green,just_flipped_green,none,-5.18,16.57,upper,Y,N,N,Y,rising,turning_up,16.06,N,N,Y,353
SAILIFE,2026-02-27,67,962.05,998.25,2428681,True,4.37,64.6,85.8,84.2,21.91,92.5,92.2,-5.5,73.6,already_rising,24.866,17.757,7.109,above,924.9,up,902.38,up,20>50>200,17.8,35.0,3.51,green,none_recent,none,-0.64,16.88,above_mid,Y,Y,Y,Y,rising,flat/down,5.45,Y,N,N,354
CGPOWER,2026-02-03,85,658.35,661.55,14524072,True,3.73,63.1,88.2,76.2,20.25,110.5,112.8,-5.3,64.3,already_rising,-9.737,-20.273,10.535,below,599.34,up,630.89,down/flat,bearish,35.1,25.24,3.82,green,just_flipped_green,none,-17.05,-1.75,upper,Y,Y,N,Y,declining,turning_up,12.77,N,N,Y,354
GLAND,2026-04-17,37,1736.0,1797.4,142799,True,1.49,61.7,80.4,76.0,11.81,99.1,94.6,-8.7,58.8,flat/down,11.354,-1.397,12.751,above,1722.58,up,1729.77,up,bearish,19.5,56.39,3.14,green,just_flipped_green,none,-15.65,1.55,upper,Y,Y,Y,Y,rising,flat/down,4.98,Y,N,N,353
UNIVCABLES,2026-04-08,43,718.0,760.7,272267,True,3.48,63.9,86.9,82.3,24.2,118.1,183.6,-11.6,78.3,already_rising,6.817,-7.043,13.86,above,673.96,up,695.13,up,bearish,23.1,42.82,5.63,green,just_flipped_green,Three White Soldiers,-24.53,3.97,upper,Y,Y,Y,Y,declining,turning_up,11.76,N,N,N,354
GAEL,2025-11-10,144,106.42,111.64,1587584,True,3.82,63.7,84.5,79.1,9.34,103.8,128.3,-12.7,77.9,already_rising,0.933,0.265,0.667,above,107.29,up,107.03,up,crossing/mixed,21.5,3.25,2.91,green,just_flipped_green,Outside Bar;Three White Soldiers,-14.62,0.54,upper,Y,Y,Y,N,rising,turning_up,5.24,Y,N,N,354
NLCINDIA,2026-04-01,47,274.8,283.2,4676372,True,2.18,64.3,87.0,82.1,14.96,112.8,187.7,-6.2,84.0,already_rising,3.974,1.688,2.286,above,262.86,up,259.16,up,20>50>200,15.2,11.56,4.08,green,just_flipped_green,none,-3.08,12.8,upper,Y,Y,Y,Y,rising,turning_up,9.04,Y,N,N,354
NAHARSPING,2026-02-09,80,179.54,190.95,112571,True,3.26,60.6,82.1,83.6,30.13,86.9,66.0,-8.9,75.2,already_rising,-1.092,-5.043,3.951,below,176.58,up,184.3,up,bearish,33.1,9.76,5.11,green,just_flipped_green,Bullish Engulfing;Outside Bar;Morning Star,-38.2,-9.59,above_mid,Y,N,Y,Y,declining,turning_up,15.44,N,N,Y,353
MBAPL,2026-01-07,101,436.6,446.7,276868,True,3.85,73.3,90.5,87.5,12.62,107.3,183.8,-7.9,92.6,already_rising,8.297,4.796,3.5,above,420.99,up,415.05,up,20>50>200,24.6,11.76,2.63,green,just_flipped_green,Bullish Engulfing,-4.9,16.59,upper,Y,Y,Y,Y,declining,turning_up,4.82,Y,N,N,352
VETO,2026-04-28,30,108.0,110.5,75939,True,1.58,64.5,77.0,74.8,25.89,85.0,86.8,-7.8,73.9,already_rising,2.661,1.863,0.798,above,103.28,up,101.99,up,crossing/mixed,15.8,4.35,3.94,green,none_recent,none,-21.63,1.52,above_mid,Y,Y,Y,Y,declining,flat/down,7.0,Y,Y,N,354
ASIANENE,2026-04-20,36,302.0,315.38,265931,True,1.69,66.1,86.6,83.9,29.21,94.3,119.4,-6.8,75.1,already_rising,7.569,2.502,5.067,above,286.91,up,282.58,up,crossing/mixed,20.1,16.18,5.13,green,none_recent,none,-19.47,5.5,above_mid,Y,N,Y,Y,declining,flat/down,7.38,Y,N,N,354
BHARATFORG,2025-09-08,185,1144.0,1202.8,3849812,True,3.91,59.3,52.3,40.0,9.08,101.3,103.5,-10.6,46.2,already_rising,-11.823,-18.838,7.015,below,1152.97,down/flat,1179.99,down/flat,n/a(short),34.0,33.01,2.74,red,none_recent,Morning Star,-11.7,,upper,Y,Y,Y,Y,rising,turning_up,5.02,Y,Y,Y,353
ADFFOODS,2026-04-17,37,197.08,226.94,3095351,True,10.55,73.2,93.0,91.5,32.95,127.8,180.6,-10.9,88.1,already_rising,3.559,-2.128,5.686,above,188.34,up,191.28,up,bearish,24.4,11.65,5.13,green,just_flipped_green,none,-24.57,6.9,upper,Y,Y,Y,Y,rising,turning_up,8.04,Y,Y,N,354
SOUTHWEST,2025-10-24,154,139.31,140.02,55309,True,1.73,61.1,86.1,76.1,13.56,104.2,86.2,-12.8,70.7,already_rising,-0.395,-2.104,1.709,below,132.36,up,134.96,up,bearish,21.7,6.05,4.32,red,none_recent,Long-legged Doji;Outside Bar,-14.62,2.74,upper,Y,N,Y,Y,rising,turning_up,12.98,N,N,Y,354
TIRUPATIFL,2026-01-02,104,34.86,36.27,594539,True,1.42,63.1,79.1,68.7,14.16,123.7,130.7,-5.1,62.3,already_rising,-0.011,-0.565,0.554,below,33.57,up,34.74,down/flat,bearish,17.7,1.8,4.98,red,none_recent,Three White Soldiers,-42.56,-8.28,upper,Y,N,Y,Y,declining,turning_up,11.86,N,N,Y,352
GROWW,2026-04-08,43,172.0,181.01,58158703,True,2.07,65.5,92.1,89.1,16.42,126.2,205.7,-3.0,78.9,already_rising,1.949,-0.135,2.085,above,163.63,up,162.33,up,n/a(short),12.1,7.54,4.16,green,just_flipped_green,none,-6.6,,upper,Y,Y,N,Y,declining,turning_up,11.49,N,Y,N,143
KINGFA,2026-04-15,38,4490.0,4704.7,15282,True,3.01,71.5,95.7,92.2,15.55,128.0,253.1,-4.5,80.1,already_rising,71.611,15.432,56.179,above,4261.3,up,4226.81,up,20>50>200,14.3,164.21,3.49,green,none_recent,Three White Soldiers,-3.59,15.58,upper,Y,Y,Y,Y,declining,turning_up,5.29,Y,N,N,352
AYMSYNTEX,2026-01-30,86,163.56,160.41,14988,False,0.68,51.8,54.2,39.0,15.52,58.2,5.1,-17.8,63.2,already_rising,-2.391,-2.902,0.511,below,157.73,down/flat,163.04,down/flat,bearish,21.2,9.78,6.1,green,none_recent,Hammer;NR4,-42.57,-14.98,midband,N,N,N,Y,rising,turning_up,11.68,N,N,Y,353
543542,2025-12-16,115,905.45,1013.9,13200,True,10.44,89.8,83.1,89.6,16.28,131.8,194.3,-20.6,68.7,already_rising,32.016,26.955,5.061,above,900.86,up,844.86,up,20>50>200,35.4,19.07,1.88,green,none_recent,Bullish Engulfing,-3.44,37.07,upper,Y,Y,Y,Y,rising,flat/down,1.97,Y,N,N,350
JINDALPOLY,2026-02-17,75,463.65,501.0,332500,True,2.15,75.8,94.8,94.3,31.74,116.9,136.4,-6.9,93.4,already_rising,7.687,-5.161,12.849,above,433.32,up,449.6,up,bearish,26.3,21.45,4.28,green,just_flipped_green,Three White Soldiers,-41.91,-9.57,upper,Y,N,Y,Y,rising,turning_up,9.13,Y,Y,N,354
GRANULES,2026-02-20,72,575.0,599.05,1488697,True,1.46,58.7,80.3,68.7,6.87,116.4,114.7,-6.3,76.4,already_rising,0.448,-2.336,2.785,above,576.39,up,575.35,up,20>50>200,15.2,18.54,3.09,red,none_recent,Bullish Engulfing;Outside Bar,-4.46,8.54,upper,Y,Y,Y,Y,rising,turning_up,4.97,Y,Y,N,353
DSSL,2026-04-08,43,947.05,1004.55,141867,True,4.18,64.5,82.6,72.1,17.18,124.4,223.0,-6.1,74.2,already_rising,-1.434,-13.668,12.234,below,898.02,up,914.28,down/flat,bearish,13.2,47.74,4.75,green,just_flipped_green,Three White Soldiers,-17.32,2.25,upper,Y,N,N,Y,declining,turning_up,16.33,N,N,Y,353
LLOYDSME,2026-03-25,50,1272.2,1307.7,985456,True,1.52,60.1,77.5,71.6,14.19,106.4,198.5,-14.9,64.2,already_rising,14.309,2.492,11.817,above,1215.47,up,1216.39,up,bearish,13.1,59.09,4.52,green,none_recent,none,-18.88,2.41,upper,Y,Y,Y,Y,rising,rising_slowly,7.48,Y,N,Y,354
SCI,2026-02-09,81,249.0,265.25,71773906,True,18.16,73.2,80.9,76.9,24.2,141.0,258.8,-1.3,92.8,already_rising,3.909,-0.505,4.414,above,223.0,up,223.68,up,crossing/mixed,19.5,10.88,4.1,green,none_recent,Morning Star,-5.44,21.15,upper,Y,N,Y,Y,declining,turning_up,6.53,Y,Y,Y,354
ARFIN,2025-09-09,183,39.56,40.35,1380928,True,3.74,51.6,88.5,90.8,23.28,112.3,,-7.1,96.9,already_rising,0.685,-0.118,0.804,above,36.18,up,,down/flat,n/a(short),35.2,2.45,6.07,green,none_recent,Morning Star,-3.7,,upper,Y,N,N,Y,rising,turning_up,19.98,N,N,Y,217
540252,2026-01-12,97,8.2,8.72,763385,True,8.28,62.7,65.9,68.3,10.96,111.9,29.7,-20.2,74.9,already_rising,0.06,0.003,0.057,above,8.22,up,8.18,up,crossing/mixed,16.8,0.47,5.42,green,none_recent,Hanging Man;Bullish Engulfing;Outside Bar,-22.14,2.15,upper,Y,Y,N,Y,declining,turning_up,10.42,N,N,Y,350
CHENNPETRO,2025-10-06,167,784.3,807.7,2085443,True,1.83,77.4,74.8,63.0,11.18,118.7,75.7,-5.6,81.9,already_rising,22.434,19.565,2.869,above,748.64,up,719.47,up,n/a(short),38.0,23.79,2.94,green,none_recent,none,-0.51,,upper,Y,Y,Y,Y,declining,rising_slowly,6.08,Y,N,N,354
SBC,2025-09-02,190,19.3,19.83,14092067,True,1.64,73.4,95.4,94.6,13.24,99.2,82.2,-5.7,84.6,already_rising,0.671,0.672,-0.001,above,18.62,up,17.38,up,n/a(short),38.3,0.69,3.5,green,none_recent,Bullish Engulfing;Outside Bar;Morning Star,-1.29,,upper,Y,N,Y,Y,declining,rising_slowly,4.08,Y,N,Y,354
INDOBORAX,2026-04-06,44,246.19,253.68,137635,True,2.38,67.2,61.2,41.4,3.64,146.1,317.5,-2.6,49.5,already_rising,0.38,-0.365,0.745,above,245.6,up,246.78,down/flat,crossing/mixed,16.0,4.93,1.94,green,none_recent,none,-15.96,6.17,upper,Y,Y,N,Y,rising,turning_up,3.31,Y,N,N,353
KTKBANK,2025-09-10,184,175.58,178.7,1559616,True,1.5,57.7,72.5,66.2,5.09,116.3,65.9,-7.7,46.5,already_rising,-1.328,-2.604,1.276,below,175.02,up,180.28,down/flat,n/a(short),27.0,2.9,1.62,green,just_flipped_green,Morning Star,-16.23,,upper,Y,Y,Y,Y,declining,flat/down,1.96,Y,N,Y,354
LINCOLN,2026-02-10,79,493.9,535.15,87814,True,5.07,70.5,69.7,54.1,17.3,131.7,240.3,-13.5,60.6,already_rising,2.668,-4.643,7.311,above,475.15,up,483.11,down/flat,bearish,27.9,19.45,3.63,green,just_flipped_green,none,-33.83,-0.92,upper,Y,Y,Y,Y,rising,turning_up,8.81,Y,N,Y,352
KESORAMIND,2025-12-08,124,7.6,7.84,23271133,True,11.27,85.6,89.9,77.7,50.28,141.6,426.9,-0.0,96.6,already_rising,0.333,0.1,0.233,above,5.6,up,5.52,up,crossing/mixed,26.8,0.41,5.17,green,none_recent,none,-96.56,-79.05,upper,Y,N,Y,Y,rising,turning_up,16.2,N,N,N,354
POLYCAB,2026-02-24,70,7969.0,8120.5,858763,True,2.09,67.6,93.2,92.1,17.41,89.6,81.7,-4.2,70.7,already_rising,162.215,111.743,50.472,above,7678.19,up,7534.3,up,20>50>200,21.2,186.2,2.29,green,none_recent,Three White Soldiers,-0.33,13.32,above_mid,Y,Y,Y,Y,rising,turning_up,4.79,Y,Y,N,354
IBULLSLTD,2026-04-10,41,11.16,12.15,29006040,True,3.73,64.8,80.4,80.8,28.02,119.7,232.2,-20.6,56.1,already_rising,0.261,-0.011,0.272,above,10.37,up,10.91,up,bearish,28.3,0.87,7.16,green,just_flipped_green,none,-42.82,-14.02,upper,Y,N,Y,Y,declining,rising_slowly,16.87,N,Y,N,354
DIVGIITTS,2026-02-11,78,645.05,650.05,9489,True,1.78,67.1,88.0,80.5,12.08,107.5,222.5,-11.1,85.9,already_rising,9.993,4.747,5.246,above,615.08,up,609.99,up,20>50>200,24.8,20.75,3.19,green,just_flipped_green,Three White Soldiers,-7.14,7.23,upper,Y,Y,Y,Y,declining,turning_up,7.34,Y,N,N,352
BLUSPRING,2026-05-20,14,71.0,73.51,1077141,True,2.18,70.0,85.5,78.1,17.13,109.8,218.2,-16.6,80.5,already_rising,2.5,2.324,0.176,above,67.09,up,63.47,up,crossing/mixed,40.3,3.6,4.9,green,none_recent,none,-27.13,8.69,upper,Y,Y,Y,Y,rising,turning_up,7.74,Y,Y,N,247
EXICOM,2026-04-08,43,94.0,96.51,725626,True,1.63,60.0,79.2,64.8,18.06,114.5,120.5,-2.3,71.9,flat/down,-1.13,-2.604,1.473,below,88.05,up,93.56,down/flat,bearish,13.3,5.62,5.82,green,just_flipped_green,NR4,-55.53,-23.14,upper,Y,N,N,Y,declining,turning_up,18.91,N,N,Y,354
ABB,2026-01-29,88,5050.0,5474.0,2492153,True,11.32,68.1,52.4,29.3,17.38,105.3,134.2,-8.1,60.0,already_rising,-40.619,-78.666,38.046,below,4985.11,down/flat,5063.26,down/flat,bearish,28.8,160.77,2.94,green,just_flipped_green,Three White Soldiers,-15.64,2.21,upper,Y,Y,N,Y,rising,turning_up,7.99,Y,N,Y,354
MARKSANS,2026-04-23,33,178.0,193.25,4378879,True,6.05,69.6,87.5,84.9,19.44,111.6,158.0,-6.9,81.7,already_rising,3.588,1.738,1.85,above,175.87,up,174.27,up,crossing/mixed,13.2,6.91,3.58,green,just_flipped_green,none,-28.61,1.96,upper,Y,Y,Y,Y,rising,flat/down,3.51,Y,N,N,354
PREMIERPOL,2026-01-13,98,43.44,49.03,1894268,True,11.61,68.9,58.1,54.9,18.83,145.9,196.4,-0.0,85.4,already_rising,0.396,-0.19,0.586,above,42.38,up,42.77,up,bearish,14.6,2.76,5.63,green,none_recent,Bullish Marubozu,-38.82,-2.73,upper,Y,Y,Y,Y,rising,flat/down,10.71,N,Y,N,353
NELCAST,2026-02-03,85,104.0,109.16,482291,True,7.11,66.5,52.8,31.9,25.11,108.9,101.1,-0.0,67.9,already_rising,-2.488,-3.847,1.358,below,95.66,down/flat,102.24,down/flat,bearish,36.2,5.28,4.84,green,just_flipped_green,none,-39.66,-6.76,upper,Y,Y,N,Y,rising,turning_up,8.06,Y,N,N,353
RISHABH,2026-02-06,81,419.95,436.65,746494,True,12.38,67.6,91.0,91.7,32.67,107.0,120.3,-15.5,88.1,already_rising,7.542,-3.562,11.105,above,383.55,up,385.26,up,crossing/mixed,23.0,27.77,6.36,green,just_flipped_green,Outside Bar;Three White Soldiers,-10.89,20.32,upper,Y,N,Y,Y,declining,turning_up,17.6,N,N,Y,352
DHANBANK,2026-04-08,43,24.5,25.1,2937924,True,4.34,63.4,92.0,86.9,21.46,100.6,159.4,-10.9,61.1,already_rising,-0.011,-0.397,0.386,below,22.89,up,23.43,up,bearish,36.8,1.17,4.67,green,just_flipped_green,Three White Soldiers,-25.07,-1.19,upper,Y,N,N,Y,declining,turning_up,20.12,N,N,Y,354
GOCLCORP,2026-03-24,50,247.1,264.25,6688039,False,34.94,57.4,42.0,33.7,17.01,93.8,86.6,-12.3,95.2,already_rising,-5.425,-6.683,1.258,below,245.99,down/flat,259.1,down/flat,bearish,14.8,13.11,4.96,green,just_flipped_green,none,-36.71,-12.9,upper,Y,N,N,Y,declining,flat/down,8.12,Y,Y,Y,353
GHCLTEXTIL,2026-04-09,42,79.8,82.78,817620,True,3.25,65.2,90.8,88.5,18.9,116.8,195.2,-15.0,54.6,already_rising,0.636,-0.613,1.249,above,74.58,up,74.82,up,bearish,19.6,4.11,4.96,green,just_flipped_green,none,-16.38,5.62,upper,Y,N,Y,Y,rising,turning_up,16.55,N,N,Y,353
AETHER,2025-11-14,140,780.9,838.9,4303052,True,17.09,76.3,57.9,36.6,11.4,145.7,430.4,-20.8,89.1,already_rising,7.169,1.419,5.75,above,758.81,up,754.99,up,crossing/mixed,29.1,23.51,2.8,green,just_flipped_green,Three White Soldiers,-10.61,6.92,upper,Y,Y,N,Y,rising,turning_up,8.82,Y,N,Y,354
SUPRIYA,2026-04-27,31,660.0,704.45,1056574,True,5.6,66.8,84.0,82.4,18.78,116.1,145.4,-5.2,66.5,already_rising,12.992,4.906,8.086,above,634.94,up,639.1,up,bearish,22.1,30.08,4.27,green,none_recent,none,-15.37,3.29,upper,Y,Y,Y,Y,rising,turning_up,7.65,Y,N,N,353
535916,2026-04-09,40,56.01,64.43,191219,True,6.03,64.0,56.5,46.8,21.99,119.7,202.4,-14.1,37.7,turning_up,0.375,-0.175,0.549,above,56.19,up,55.71,up,crossing/mixed,17.7,5.56,8.63,green,none_recent,Morning Star,-26.62,2.11,upper,Y,N,Y,Y,declining,rising_slowly,13.18,N,N,Y,350
511523,2025-11-26,129,17.01,19.03,80608,False,1.82,62.8,40.0,24.5,9.98,116.9,81.2,-6.9,38.5,turning_up,-0.127,-0.199,0.072,below,17.85,down/flat,18.23,down/flat,bearish,15.0,0.93,4.87,red,none_recent,Bullish Marubozu,-19.94,2.94,upper,Y,N,Y,Y,declining,flat/down,5.68,Y,Y,N,350
AEROENTER,2026-04-09,42,78.27,81.29,649682,True,1.95,61.5,84.7,72.9,26.14,103.8,123.1,-3.4,60.5,already_rising,0.15,-1.489,1.639,above,73.09,up,75.37,up,bearish,15.8,4.68,5.75,green,none_recent,Three White Soldiers,-28.63,-2.98,upper,Y,N,Y,N,rising,turning_up,14.85,N,N,Y,353
