symbol,name,exchange,price_180d_ago,past_date_used,price_today,return_pct,mktcap_cr,cap_bucket,sector,avg_daily_volume,avg_daily_value_rs,penny_flag,isin_norm,yahoo_ticker,robust_return_pct,robust_now,robust_past,live_today_2ndsrc,price_mismatch_pct,return_delta_raw_vs_robust,robust_below_25
MAYURUNIQ,Mayur Uniquoters Ltd,NSE,492.2,2026-01-20,785.25,59.54,,,,157993.0,107120052.0,False,INE040D01038,MAYURUNIQ.NS,66.36,818.8,492.2,,,6.82,False
ICIL,Indo Count Industries Limited,NSE,239.95,2026-01-20,389.3,62.24,,,,771372.0,255197712.0,False,INE483B01026,ICIL.NS,66.2,398.8,239.95,,,3.96,False
ADFFOODS,ADF Foods Limited,NSE,181.14,2026-01-20,299.1,65.12,,,,352897.0,94031670.0,False,INE982B01027,ADFFOODS.NS,66.01,305.0,183.72,,,0.89,False
DECNGOLD,Deccan Gold Mines Limited,NSE,120.2,2026-04-20,192.75,60.36,,,,2538479.0,459160688.0,False,INE945F01025,DECNGOLD.NS,65.82,199.32,120.2,,,5.46,False
543920,CFF Fluid Control Ltd,BSE,544.1,2026-01-20,917.6,68.65,,,,31275.0,21976522.0,False,INE0NJ001013,543920.BO,65.64,910.05,549.4,917.6,0.0,3.01,False
BHEL,Bharat Heavy Electricals Limited,NSE,250.15,2026-01-20,422.0,68.7,,,,14948425.0,4897074365.0,False,INE257A01026,BHEL.NS,65.62,417.95,252.35,,,3.08,False
AVADHSUGAR,Avadh Sugar & Energy Limited,NSE,311.25,2026-01-20,533.9,71.53,,,,72723.0,30742781.0,False,INE349W01017,AVADHSUGAR.NS,65.45,533.9,322.7,,,6.08,False
GAUDIUMIVF,Gaudium IVF and Women Health Limited,NSE,80.26,2026-02-27,143.78,79.14,,,,855294.0,84360570.0,False,INE0P8B01020,GAUDIUMIVF.NS,65.15,133.41,80.78,,,13.99,False
SGFIN,SG Finserve Limited,NSE,374.5,2026-01-20,631.15,68.53,,,,347657.0,183943459.0,False,INE618R01015,SGFIN.NS,65.01,625.65,379.15,,,3.52,False
CENTUM,Centum Electronics Limited,NSE,2224.7,2026-01-20,3711.4,66.83,,,,73215.0,208011254.0,False,INE320B01020,CENTUM.NS,64.9,3711.4,2250.7,,,1.93,False
SOTL,Savita Oil Technologies Limited,NSE,347.35,2026-01-20,580.25,67.05,,,,226427.0,118850746.0,False,INE035D01020,SOTL.NS,64.82,580.25,352.05,,,2.23,False
RRKABEL,R R Kabel Limited,NSE,1411.8,2026-01-20,2293.3,62.44,,,,426231.0,796002143.0,False,INE777K01022,RRKABEL.NS,64.62,2345.3,1424.7,,,2.18,False
STYL,Seshaasai Technologies Limited,NSE,243.0,2026-01-20,399.95,64.59,,,,194588.0,53958999.0,False,INE04VU01023,STYL.NS,64.59,399.95,243.0,,,0.0,False
KPL,Kwality Pharmaceuticals Limited,NSE,1662.6,2026-04-20,2702.0,62.52,,,,41074.0,92382833.0,False,INE552U01010,KPL.NS,64.58,2702.0,1641.8,,,2.06,False
MBAPL,Madhya Bharat Agro Products Limited,NSE,79.29,2026-01-20,136.2,71.77,,,,1163414.0,117603338.0,False,INE900L01028,MBAPL.NS,64.52,131.6,79.99,,,7.25,False
UNIPARTS,Uniparts India Limited,NSE,410.2,2026-01-20,676.0,64.8,,,,134829.0,76373890.0,False,INE244O01017,UNIPARTS.NS,64.41,694.8,422.6,,,0.39,False
INDNIPPON,India Nippon Electricals Limited,NSE,717.8,2026-01-20,1213.4,69.04,,,,48574.0,44285771.0,False,INE092B01025,INDNIPPON.NS,64.16,1209.6,736.85,,,4.88,False
544023,Kalyani Cast-Tech Ltd,BSE,459.4,2026-01-20,820.0,78.49,,,,11203.0,6519035.0,False,INE0N6U01018,544023.BO,63.68,764.45,467.05,820.0,0.0,14.81,False
RML,Rane (Madras) Limited,NSE,737.95,2026-01-20,1179.2,59.79,,,,47434.0,47679057.0,False,INE050H01012,RML.NS,63.58,1241.2,758.75,,,3.79,False
ROSSTECH,Rossell Techsys Limited,NSE,578.2,2026-01-20,990.9,71.38,,,,174616.0,145518902.0,False,INE0OJW01016,ROSSTECH.NS,63.49,1016.55,621.8,,,7.89,False
AMANTA,Amanta Healthcare Limited,NSE,100.62,2026-01-20,168.0,66.96,,,,163068.0,21461535.0,False,INE084K01015,AMANTA.NS,63.4,168.64,103.21,,,3.56,False
EMMVEE,Emmvee Photovoltaic Power Limited,NSE,202.03,2026-01-20,345.05,70.79,,,,3861834.0,1008499213.0,False,INE1C6T01020,EMMVEE.NS,62.82,339.2,208.33,,,7.97,False
KABRAEXTRU,Kabra Extrusion Technik Limited,NSE,182.58,2026-01-20,330.7,81.13,,,,57452.0,14854019.0,False,INE900B01029,KABRAEXTRU.NS,62.77,324.05,199.09,,,18.36,False
WALCHANNAG,Walchandnagar Industries Limited,NSE,144.02,2026-01-20,245.9,70.74,,,,2157718.0,467753218.0,False,INE711A01022,WALCHANNAG.NS,62.66,249.5,153.39,,,8.08,False
GALAPREC,Gala Precision Engineering Limited,NSE,720.15,2026-01-20,1182.0,64.13,,,,43427.0,42259328.0,False,INE0RE001014,GALAPREC.NS,62.62,1173.0,721.3,,,1.51,False
AZAD,Azad Engineering Limited,NSE,1464.9,2026-01-20,2329.7,59.03,,,,353442.0,702336394.0,False,INE02IJ01035,AZAD.NS,62.37,2378.5,1464.9,,,3.34,False
AKUMS,Akums Drugs and Pharmaceuticals Limited,NSE,421.45,2026-01-20,664.95,57.78,,,,264825.0,140646040.0,False,INE09XN01023,AKUMS.NS,62.26,683.85,421.45,,,4.48,False
IZMO,IZMO Limited,NSE,657.25,2026-01-20,1124.0,71.02,,,,127190.0,107464702.0,False,INE848A01014,IZMO.NS,62.26,1072.3,660.85,,,8.76,False
PPAP,PPAP Automotive Limited,NSE,201.48,2026-01-20,296.52,47.17,,,,80138.0,23548221.0,False,INE095I01015,PPAP.NS,62.23,328.54,202.52,,,15.06,False
540786,Sharika Enterprises Ltd,BSE,12.78,2026-01-20,20.89,63.46,,,,76808.0,1144697.0,False,INE669Y01022,540786.BO,62.05,20.84,12.86,20.89,0.0,1.41,False
ELPROINTL,Elpro International Limited,NSE,105.35,2026-04-22,174.63,65.76,,,,150016.0,22580058.0,False,INE579B01039,ELPROINTL.NS,61.98,174.15,107.51,,,3.78,False
FILATEX,Filatex India Limited,NSE,42.93,2026-01-20,71.57,66.71,,,,1585268.0,89417111.0,False,INE816B01035,FILATEX.NS,61.59,70.34,43.53,,,5.12,False
GNA,GNA Axles Limited,NSE,340.4,2026-01-20,567.05,66.58,,,,261623.0,115666712.0,False,INE934S01014,GNA.NS,61.59,555.7,343.9,,,4.99,False
BHARATSE,Bharat Seats Limited,NSE,151.28,2026-01-20,225.09,48.79,,,,715286.0,152592696.0,False,INE415D01024,BHARATSE.NS,60.68,243.07,151.28,,,11.89,False
VADILALIND,Vadilal Industries Limited,NSE,4185.2,2026-01-20,6716.0,60.47,,,,18911.0,97095459.0,False,INE694D01016,VADILALIND.NS,60.47,6716.0,4185.2,,,0.0,False
TIMEX,Timex Group India Limited,NSE,344.55,2026-04-23,534.0,54.98,,,,535726.0,242145829.0,False,INE064A01026,TIMEX.NS,60.11,547.4,341.9,,,5.13,False
PANACHE,Panache Digilife Limited,NSE,274.9,2026-01-20,431.0,56.78,,,,16015.0,5590657.0,False,INE895W01019,PANACHE.NS,59.84,439.4,274.9,,,3.06,False
MARKSANS,Marksans Pharma Limited,NSE,169.47,2026-01-20,267.1,57.61,,,,1652319.0,372046865.0,False,INE750C01026,MARKSANS.NS,59.57,270.95,169.8,,,1.96,False
531911,Galaxy Agrico Exports Ltd,BSE,42.62,2026-01-20,69.9,64.02,,,,121554.0,5710113.0,False,INE803L01016,531911.BO,59.52,67.98,42.62,69.9,0.0,4.5,False
DIVGIITTS,Divgi Torqtransfer Systems Limited,NSE,592.45,2026-01-20,913.5,54.19,,,,102431.0,92470077.0,False,INE753U01022,DIVGIITTS.NS,59.43,949.8,595.75,,,5.24,False
TALBROAUTO,Talbros Automotive Components Limited,NSE,236.7,2026-01-20,405.1,71.14,,,,212892.0,70575654.0,False,INE187D01029,TALBROAUTO.NS,59.28,399.15,250.6,,,11.86,False
CGPOWER,CG Power and Industrial Solutions Limited,NSE,573.75,2026-01-20,905.0,57.73,,,,3745594.0,2868078607.0,False,INE067A01029,CGPOWER.NS,59.14,913.85,574.25,,,1.41,False
SCPL,Sheetal Cool Products Limited,NSE,297.2,2026-01-20,490.15,64.92,,,,30176.0,11287563.0,False,INE501Y01019,SCPL.NS,59.0,483.45,304.05,,,5.92,False
RAYMOND,Raymond Limited,NSE,383.0,2026-01-20,604.75,57.9,,,,605417.0,290225677.0,False,INE301A01014,RAYMOND.NS,58.91,613.65,386.15,,,1.01,False
543787,Macfos Ltd,BSE,722.05,2026-01-20,1143.7,58.4,,,,9134.0,8803931.0,False,INE0OLH01013,543787.BO,58.4,1143.7,722.05,1143.7,0.0,0.0,False
ZIMLAB,Zim Laboratories Limited,NSE,76.22,2026-01-20,121.0,58.75,,,,73892.0,6466392.0,False,INE518E01015,ZIMLAB.NS,58.17,120.56,76.22,,,0.58,False
SIGNPOST,Signpost India Limited,NSE,201.51,2026-01-20,326.9,62.23,,,,281121.0,79761145.0,False,INE0KGZ01021,SIGNPOST.NS,58.13,322.05,203.66,,,4.1,False
LLOYDSME,Lloyds Metals And Energy Limited,NSE,1166.8,2026-01-20,1865.4,59.87,,,,601958.0,880747404.0,False,INE281B01032,LLOYDSME.NS,58.0,1843.5,1166.8,,,1.87,False
RSWM,RSWM Limited,NSE,128.58,2026-01-20,212.68,65.41,,,,92371.0,16772359.0,False,INE611A01016,RSWM.NS,58.0,210.73,133.37,,,7.41,False
RAYMONDREL,Raymond Realty Limited,NSE,446.0,2026-01-20,683.3,53.21,,,,706767.0,406443605.0,False,INE1SY401010,RAYMONDREL.NS,57.86,704.05,446.0,,,4.65,False
GHCLTEXTIL,GHCL Textiles Limited,NSE,71.18,2026-01-20,113.7,59.74,,,,386362.0,35064663.0,False,INE0PA801013,GHCLTEXTIL.NS,57.81,112.33,71.18,,,1.93,False
KIRLPNU,Kirloskar Pneumatic Company Limited,NSE,1100.1,2026-01-20,1696.0,54.17,,,,150411.0,226143771.0,False,INE811A01020,KIRLPNU.NS,57.56,1749.9,1110.6,,,3.39,False
526433,ASM Technologies Ltd,BSE,2745.35,2026-01-20,4099.7,49.33,,,,23507.0,74137709.0,False,INE867C01010,526433.BO,57.54,4325.0,2745.35,4099.7,0.0,8.21,False
STEELCAS,Steelcast Limited,NSE,192.47,2026-01-20,301.6,56.7,,,,128768.0,35390169.0,False,INE124E01038,STEELCAS.NS,57.53,303.2,192.47,,,0.83,False
AMAGI,Amagi Media Labs Limited,NSE,348.25,2026-01-21,562.8,61.61,,,,726740.0,292309849.0,False,INE121R01077,AMAGI.NS,57.26,574.95,365.6,,,4.35,False
GRANULES,Granules India Limited,NSE,552.75,2026-01-20,880.8,59.35,,,,1150248.0,782980818.0,False,INE101D01020,GRANULES.NS,57.12,897.65,571.3,,,2.23,False
MEGASTAR,Megastar Foods Limited,NSE,220.15,2026-01-20,337.35,53.24,,,,30370.0,9429458.0,False,INE00EM01016,MEGASTAR.NS,57.07,345.8,220.15,,,3.83,False
BLSE,BLS E-Services Limited,NSE,167.09,2026-01-20,274.37,64.2,,,,505485.0,103676373.0,False,INE0NLT01010,BLSE.NS,56.85,271.29,172.96,,,7.35,False
AYMSYNTEX,AYM Syntex Limited,NSE,149.87,2026-01-20,244.91,63.41,,,,36139.0,7566798.0,False,INE193B01039,AYMSYNTEX.NS,56.62,236.72,151.14,,,6.79,False
SUDEEPPHRM,Sudeep Pharma Limited,NSE,530.0,2026-01-20,862.75,62.78,,,,362052.0,253982571.0,False,INE0QPI01025,SUDEEPPHRM.NS,56.51,847.65,541.6,,,6.27,False
THERMAX,Thermax Limited,NSE,2921.4,2026-01-20,4662.0,59.58,,,,217405.0,886072386.0,False,INE152A01029,THERMAX.NS,56.38,4581.0,2929.4,,,3.2,False
VTL,Vardhman Textiles Limited,NSE,402.85,2026-01-20,636.55,58.01,,,,507507.0,274865783.0,False,INE825A01020,VTL.NS,56.36,636.55,407.1,,,1.65,False
VISL,Vedanta Iron and Steel Limited,NSE,21.06,2026-06-15,33.87,60.83,,,,87638903.0,2837925559.0,False,INE1CLE01013,VISL.NS,56.35,34.57,22.11,,,4.48,False
EXICOM,Exicom Tele-Systems Limited,NSE,105.14,2026-01-20,161.51,53.61,,,,2761466.0,412174765.0,False,INE777F01014,EXICOM.NS,56.23,164.26,105.14,,,2.62,False
STOVEKRAFT,Stove Kraft Limited,NSE,488.05,2026-01-20,773.25,58.44,,,,246009.0,137510079.0,False,INE00IN01015,STOVEKRAFT.NS,56.18,773.25,495.1,,,2.26,False
GREAVESCOT,Greaves Cotton Limited,NSE,163.97,2026-01-20,249.46,52.14,,,,1517504.0,292371638.0,False,INE224A01026,GREAVESCOT.NS,56.03,257.68,165.15,,,3.89,False
BTTL,Bhilwara Technical Textiles Limited,NSE,34.7,2026-04-22,51.77,49.19,,,,57744.0,2714520.0,False,INE274K01012,BTTL.NS,56.02,54.14,34.7,,,6.83,False
SKIPPER,Skipper Limited,NSE,353.6,2026-01-20,538.8,52.38,,,,610402.0,287323057.0,False,INE439E01022,SKIPPER.NS,55.34,552.25,355.5,,,2.96,False
CARYSIL,CARYSIL LIMITED,NSE,759.0,2026-01-20,1170.4,54.2,,,,120487.0,121400000.0,False,INE482D01024,CARYSIL.NS,54.87,1183.6,764.25,,,0.67,False
UNICHEMLAB,Unichem Laboratories Limited,NSE,384.4,2026-01-20,589.05,53.24,,,,345600.0,172563539.0,False,INE351A01035,UNICHEMLAB.NS,54.81,595.1,384.4,,,1.57,False
SUYOG,Suyog Telematics Limited,NSE,561.75,2026-01-20,849.85,51.29,,,,37482.0,26829088.0,False,INE442P01014,SUYOG.NS,54.55,867.25,561.15,,,3.26,False
SASKEN,Sasken Technologies Limited,NSE,1289.6,2026-01-20,1886.2,46.26,,,,114110.0,201668837.0,False,INE231F01020,SASKEN.NS,54.44,2000.2,1295.1,,,8.18,False
MACPOWER,Macpower CNC Machines Limited,NSE,858.0,2026-01-20,1326.7,54.63,,,,31667.0,34133831.0,False,INE155Z01011,MACPOWER.NS,54.36,1326.7,859.5,,,0.27,False
ADANIPOWER,Adani Power Limited,NSE,137.48,2026-01-20,214.45,55.99,,,,30947714.0,5931527648.0,False,INE814H01029,ADANIPOWER.NS,54.08,216.57,140.56,,,1.91,False
SAILIFE,Sai Life Sciences Limited,NSE,821.45,2026-01-20,1272.0,54.85,,,,560690.0,575633237.0,False,INE570L01029,SAILIFE.NS,53.99,1272.0,826.05,,,0.86,False
KISSHT,OnEMI Technology Solutions Limited,NSE,208.63,2026-05-08,310.65,48.9,,,,5142813.0,1284284238.0,False,INE12F801023,KISSHT.NS,53.93,321.15,208.63,,,5.03,False
GOLDIAM,Goldiam International Limited,NSE,232.57,2026-01-20,345.4,48.51,,,,1126406.0,340572293.0,False,INE025B01025,GOLDIAM.NS,53.69,357.45,232.57,,,5.18,False
TBZ,Tribhovandas Bhimji Zaveri Limited,NSE,168.41,2026-01-20,258.13,53.27,,,,1184214.0,228213795.0,False,INE760L01018,TBZ.NS,53.27,258.13,168.41,,,0.0,False
FAZE3Q,Faze Three Limited,NSE,371.3,2026-01-20,560.6,50.98,,,,64256.0,30544347.0,False,INE963C01033,FAZE3Q.NS,53.0,568.1,371.3,,,2.02,False
ARROWGREEN,Arrow Greentech Limited,NSE,448.8,2026-01-20,670.0,49.29,,,,62424.0,32548559.0,False,INE570D01018,ARROWGREEN.NS,52.93,686.35,448.8,,,3.64,False
HAPPYFORGE,Happy Forgings Limited,NSE,1033.3,2026-01-20,1595.3,54.39,,,,78596.0,105621957.0,False,INE330T01021,HAPPYFORGE.NS,52.59,1595.3,1045.5,,,1.8,False
INNOVACAP,Innova Captab Limited,NSE,652.75,2026-01-20,962.7,47.48,,,,78004.0,59607916.0,False,INE0DUT01020,INNOVACAP.NS,52.21,993.55,652.75,,,4.73,False
VINDHYATEL,Vindhya Telelinks Limited,NSE,1205.0,2026-01-20,1806.5,49.92,,,,53648.0,94433608.0,False,INE707A01012,VINDHYATEL.NS,52.2,1899.3,1247.9,,,2.28,False
GOCLCORP,GOCL Corporation Limited,NSE,263.1,2026-01-20,403.7,53.44,,,,202512.0,62350426.0,False,INE077F01035,GOCLCORP.NS,51.97,403.25,265.35,,,1.47,False
ADVAIT,Advait Energy Transitions Limited,NSE,1391.8,2026-01-20,2085.4,49.83,,,,57294.0,112018080.0,False,INE0ALI01010,ADVAIT.NS,51.7,2119.2,1397.0,,,1.87,False
ABB,ABB India Limited,NSE,4691.5,2026-01-20,7506.0,59.99,,,,379048.0,2430164259.0,False,INE117A01022,ABB.NS,51.5,7204.5,4755.5,,,8.49,False
ADANIENT,Adani Enterprises Limited,NSE,2055.1,2026-01-20,3160.7,53.8,,,,1963959.0,4782664491.0,False,INE423A01024,ADANIENT.NS,51.49,3160.7,2086.4,,,2.31,False
DENORA,De Nora India Limited,NSE,592.35,2026-01-20,871.1,47.06,,,,8457.0,6497261.0,False,INE244A01016,DENORA.NS,51.27,896.05,592.35,,,4.21,False
APCOTEXIND,Apcotex Industries Limited,NSE,343.7,2026-01-20,529.1,53.94,,,,67800.0,32586556.0,False,INE116A01032,APCOTEXIND.NS,51.11,527.9,349.35,,,2.83,False
AETHER,Aether Industries Limited,NSE,966.45,2026-01-20,1475.3,52.65,,,,346377.0,393674751.0,False,INE0BWX01014,AETHER.NS,50.64,1475.3,979.35,,,2.01,False
LAURUSLABS,Laurus Labs Limited,NSE,1035.5,2026-01-20,1529.8,47.74,,,,1896751.0,2251415255.0,False,INE947Q01028,LAURUSLABS.NS,50.42,1557.6,1035.5,,,2.68,False
KTKBANK,The Karnataka Bank Limited,NSE,182.12,2026-01-20,273.15,49.98,,,,3409688.0,774783499.0,False,INE614B01018,KTKBANK.NS,50.22,274.15,182.5,,,0.24,False
RAIN,Rain Industries Limited,NSE,132.65,2026-01-20,206.77,55.88,,,,5215294.0,829624774.0,False,INE855B01025,RAIN.NS,50.06,208.71,139.08,,,5.82,False
ENRIN,Siemens Energy India Limited,NSE,2269.4,2026-01-20,3385.5,49.18,,,,567022.0,1722054631.0,False,INE1NPP01017,ENRIN.NS,50.01,3404.3,2269.4,,,0.83,False
BIRLACABLE,Birla Cable Limited,NSE,125.09,2026-01-20,182.57,45.95,,,,76376.0,12666542.0,False,INE800A01015,BIRLACABLE.NS,49.91,188.6,125.81,,,3.96,False
SONACOMS,Sona BLW Precision Forgings Limited,NSE,445.95,2026-01-20,704.85,58.06,,,,2026908.0,1122893795.0,False,INE073K01018,SONACOMS.NS,49.86,670.85,447.65,,,8.2,False
BHARATFORG,Bharat Forge Limited,NSE,1394.1,2026-01-20,2190.5,57.13,,,,1260658.0,2272249411.0,False,INE465A01025,BHARATFORG.NS,49.79,2119.7,1415.1,,,7.34,False
BANDHANBNK,Bandhan Bank Limited,NSE,139.39,2026-01-20,213.25,52.99,,,,10675529.0,1904298698.0,False,INE545U01014,BANDHANBNK.NS,49.69,213.25,142.46,,,3.3,False
KOPRAN,Kopran Limited,NSE,135.91,2026-01-20,203.63,49.83,,,,495479.0,80892912.0,False,INE082A01010,KOPRAN.NS,49.48,204.0,136.47,,,0.35,False
KDDL,KDDL Limited,NSE,2179.5,2026-01-20,3186.8,46.22,,,,29737.0,79689517.0,False,INE291D01011,KDDL.NS,49.44,3257.1,2179.5,,,3.22,False
STYLAMIND,Stylam Industries Limited,NSE,2169.9,2026-01-20,3250.4,49.79,,,,53359.0,128759383.0,False,INE239C01020,STYLAMIND.NS,49.44,3250.4,2175.0,,,0.35,False
ORCHPHARMA,Orchid Pharma Limited,NSE,700.8,2026-01-20,1041.35,48.59,,,,119435.0,98283243.0,False,INE191A01027,ORCHPHARMA.NS,49.33,1052.95,705.1,,,0.74,False
APEX,Apex Frozen Foods Limited,NSE,272.0,2026-01-20,400.25,47.15,,,,1101038.0,425128699.0,False,INE346W01013,APEX.NS,49.16,407.05,272.9,,,2.01,False
BOROSCI,Borosil Scientific Limited,NSE,107.78,2026-01-20,160.75,49.15,,,,158678.0,22565194.0,False,INE02L001032,BOROSCI.NS,49.16,160.77,107.78,,,0.01,False
CALSOFT,California Software Company Limited,NSE,15.02,2026-01-20,22.12,47.27,,,,120314.0,2335622.0,False,INE526B01014,CALSOFT.NS,48.96,22.12,14.85,,,1.69,False
LIKHITHA,Likhitha Infrastructure Limited,NSE,161.94,2026-01-20,240.6,48.57,,,,98804.0,19067564.0,False,INE060901027,LIKHITHA.NS,48.95,242.95,163.11,,,0.38,False
PREMIERENE,Premier Energies Limited,NSE,732.65,2026-01-20,1086.2,48.26,,,,1971416.0,1750651490.0,False,INE0BS701011,PREMIERENE.NS,48.94,1100.6,738.95,,,0.68,False
BETA,Beta Drugs Limited,NSE,1538.6,2026-01-20,2229.1,44.88,,,,19039.0,31176440.0,False,INE351Y01019,BETA.NS,48.78,2305.0,1549.3,,,3.9,False
DCMSIL,DCM Shriram International Limited,NSE,52.21,2026-02-17,84.77,62.36,,,,129435.0,10065813.0,False,INE0OU201013,DCMSIL.NS,48.65,81.49,54.82,,,13.71,False
HSCL,Himadri Speciality Chemical Limited,NSE,448.95,2026-01-20,741.55,65.17,,,,6269516.0,3812959448.0,False,INE019C01026,HSCL.NS,48.57,681.55,458.75,,,16.6,False
CAPLIPOINT,Caplin Point Laboratories Limited,NSE,1782.6,2026-01-20,2614.2,46.65,,,,119377.0,242657716.0,False,INE475E01026,CAPLIPOINT.NS,48.55,2648.1,1782.6,,,1.9,False
CLEANMAX,Clean Max Enviro Energy Solutions Limited,NSE,867.5,2026-03-02,1262.2,45.5,,,,400598.0,433125644.0,False,INE647U01026,CLEANMAX.NS,48.5,1273.4,857.5,,,3.0,False
544037,Amic Forging Ltd,BSE,1165.8,2026-01-20,1767.05,51.57,,,,49945.0,80691124.0,False,INE0P9J01013,544037.BO,48.5,1772.8,1193.8,1767.05,0.0,3.07,False
AEROENTER,Aeroflex Enterprises Limited,NSE,80.56,2026-01-20,117.46,45.8,,,,624275.0,68405150.0,False,INE065D01027,AEROENTER.NS,48.46,120.55,81.2,,,2.66,False
STEELXIND,STEEL EXCHANGE INDIA LIMITED,NSE,8.12,2026-01-20,12.03,48.15,,,,2667878.0,28769415.0,False,INE503B01021,STEELXIND.NS,48.4,12.08,8.14,,,0.25,False
OFSS,Oracle Financial Services Software Limited,NSE,7825.0,2026-01-20,11771.0,50.43,,,,227799.0,2019948120.0,False,INE881D01027,OFSS.NS,47.92,11681.0,7897.0,,,2.51,False
TARSONS,Tarsons Products Limited,NSE,198.98,2026-01-20,287.45,44.46,,,,390588.0,100342731.0,False,INE144Z01023,TARSONS.NS,47.77,299.5,202.68,,,3.31,False
MUNJALAU,Munjal Auto Industries Limited,NSE,70.5,2026-01-20,103.79,47.22,,,,610841.0,61896257.0,False,INE672B01032,MUNJALAU.NS,47.74,105.69,71.54,,,0.52,False
SHRIPISTON,SPR Auto Technologies Limited,NSE,2738.7,2026-01-20,4169.9,52.26,,,,121025.0,387097273.0,False,INE526E01018,SHRIPISTON.NS,47.73,4185.1,2832.9,,,4.53,False
AMBIKCO,Ambika Cotton Mills Limited,NSE,1139.4,2026-01-20,1728.2,51.68,,,,12045.0,18169179.0,False,INE540G01014,AMBIKCO.NS,47.7,1733.7,1173.8,,,3.98,False
SAREGAMA,Saregama India Limited,NSE,332.75,2026-01-20,494.85,48.72,,,,1757099.0,713108416.0,False,INE979A01025,SAREGAMA.NS,47.44,490.6,332.75,,,1.28,False
SERVOTECH,Servotech Renewable Power System Limited,NSE,65.85,2026-01-20,99.8,51.56,,,,1342700.0,119733831.0,False,INE782X01033,SERVOTECH.NS,47.21,96.94,65.85,,,4.35,False
SHILCTECH,Shilchar Technologies Limited,NSE,3004.9,2026-01-20,4413.9,46.89,,,,34859.0,141486379.0,False,INE024F01011,SHILCTECH.NS,47.15,4475.8,3041.6,,,0.26,False
CGCL,Capri Global Capital Limited,NSE,174.94,2026-01-20,256.38,46.55,,,,2360892.0,474877033.0,False,INE180C01042,CGCL.NS,47.09,257.32,174.94,,,0.54,False
JITFINFRA,JITF Infralogistics Limited,NSE,250.3,2026-01-20,367.7,46.9,,,,29552.0,9721550.0,False,INE863T01013,JITFINFRA.NS,46.9,367.7,250.3,,,0.0,False
CYIENTDLM,Cyient DLM Limited,NSE,366.3,2026-01-20,578.65,57.97,,,,681399.0,243137675.0,False,INE055S01018,CYIENTDLM.NS,46.75,538.5,366.95,,,11.22,False
TINNARUBR,Tinna Rubber and Infrastructure Limited,NSE,671.75,2026-01-20,991.6,47.61,,,,44505.0,35365920.0,False,INE015C01016,TINNARUBR.NS,46.68,985.35,671.75,,,0.93,False
EMIL,Electronics Mart India Limited,NSE,89.93,2026-01-20,128.77,43.19,,,,1254272.0,143383500.0,False,INE02YR01019,EMIL.NS,46.58,131.82,89.93,,,3.39,False
JETFREIGHT,Jet Freight Logistics Limited,NSE,16.09,2026-01-20,23.68,47.17,,,,165767.0,3446980.0,False,INE982V01025,JETFREIGHT.NS,46.57,23.7,16.17,,,0.6,False
RATEGAIN,Rategain Travel Technologies Limited,NSE,649.95,2026-01-20,950.7,46.27,,,,493931.0,333845170.0,False,INE0CLI01024,RATEGAIN.NS,46.51,952.25,649.95,,,0.24,False
QUESS,Quess Corp Limited,NSE,198.78,2026-01-20,290.95,46.37,,,,633831.0,144277162.0,False,INE615P01015,QUESS.NS,46.32,293.35,200.48,,,0.05,False
GRANDOAK,Grand Oak Canyons Distillery Limited,NSE,28.9,2026-04-20,44.21,52.98,,,,52627.0,1988571.0,False,INE926B01016,GRANDOAK.NS,46.3,42.28,28.9,,,6.68,False
SBC,SBC Exports Limited,NSE,28.88,2026-01-20,42.27,46.36,,,,11868559.0,396396760.0,False,INE04AK01028,SBC.NS,46.23,42.23,28.88,,,0.13,False
ABSLAMC,Aditya Birla Sun Life AMC Limited,NSE,786.65,2026-01-20,1150.6,46.27,,,,440896.0,427354010.0,False,INE404A01024,ABSLAMC.NS,46.08,1149.1,786.65,,,0.19,False
KAMDHENU,Kamdhenu Limited,NSE,21.85,2026-01-20,33.54,53.5,,,,1721795.0,41616257.0,False,INE390H01020,KAMDHENU.NS,46.01,32.05,21.95,,,7.49,False
DBOL,Dhampur Bio Organics Limited,NSE,74.62,2026-01-20,111.78,49.8,,,,175639.0,18575951.0,False,INE0I3401014,DBOL.NS,45.8,112.6,77.23,,,4.0,False
OCCLLTD,OCCL Limited,NSE,90.91,2026-01-20,135.27,48.8,,,,129558.0,14895881.0,False,INE0PK601023,OCCLLTD.NS,45.78,135.27,92.79,,,3.02,False
GLAND,Gland Pharma Limited,NSE,1668.9,2026-01-20,2449.0,46.74,,,,349489.0,750445934.0,False,INE068V01023,GLAND.NS,45.64,2465.1,1692.6,,,1.1,False
GOODLUCK,Goodluck India Limited,NSE,1100.7,2026-01-20,1546.6,40.51,,,,145155.0,188518033.0,False,INE127I01024,GOODLUCK.NS,45.42,1573.0,1081.7,,,4.91,False
POWERICA,Powerica Limited,NSE,390.0,2026-04-02,572.65,46.83,,,,510758.0,260205302.0,False,INE921L01032,POWERICA.NS,45.38,574.25,395.0,,,1.45,False
GABRIEL,Gabriel India Limited,NSE,885.2,2026-01-20,1336.6,50.99,,,,408013.0,428028585.0,False,INE524A01029,GABRIEL.NS,45.33,1336.6,919.7,,,5.66,False
