symbol,name,exchange,yahoo_ticker,close,rsi,adx,macd_hist,vol_spike,dist_52wh_pct,adv_value_cr,atr_pct,prime_score,not_extended,checks,vcp_quality,vcp_status,struct,pd_zone,range_pos,near_demand,bull_bos,ob_support,gann_above_1x1,bearish_candle,last_candles,atr,pivot_entry,stop,struct_stop_ref,stop_pct,gann_T1,gann_T2,target2,rr,qty_per_10L,sec_bonus,phase7_score
CENTUM,Centum Electronics Limited,NSE,CENTUM.NS,3711.4,57.6,28.3,-7.781,0.85,-5.22,22.01,3.9,7,False,101011111,Moderate VCP,AT PIVOT (actionable),ranging,Premium,88.7,False,True,False,True,True,Bullish Pin Bar;Hanging Man;Inside Bar;Morning Star;NR7;Twee,144.59,3916.0,3655.75,3447.0,6.65,3978.83,4042.16,4895.0,3.76,38,5,9
MOBIKWIK,One Mobikwik Systems Limited,NSE,MOBIKWIK.NS,216.77,58.9,31.0,1.819,2.55,-35.1,52.4,4.08,7,True,110111110,No VCP,forming / still basing,bullish (HH/HL),Premium,71.0,True,True,True,True,True,NR4;Three Black Crows,8.85,238.8,222.87,194.7,6.67,254.5,270.71,298.5,3.75,627,5,9
ACMESOLAR,Acme Solar Holdings Limited,NSE,ACMESOLAR.NS,385.25,62.1,46.7,-0.634,1.79,-3.36,80.75,3.87,7,False,100111111,No VCP,AT PIVOT (actionable),bullish (HH/HL),Premium,93.4,True,True,False,True,True,Bullish Pin Bar;Evening Star;Hanging Man;Tweezer Top,14.92,398.65,371.8,339.0,6.74,418.87,439.58,498.31,3.71,372,5,9
J&KBANK,The Jammu & Kashmir Bank Limited,NSE,J&KBANK.NS,182.69,64.2,42.5,0.991,2.45,-9.45,73.41,4.14,8,False,110111111,No VCP,forming / still basing,bullish (HH/HL),Premium,81.5,True,True,True,True,True,Bearish Engulfing;Bullish Harami;Outside Bar,7.57,201.75,188.13,150.68,6.75,216.2,231.16,252.19,3.7,734,4,9
INDOSTAR,IndoStar Capital Finance Limited,NSE,INDOSTAR.NS,269.45,62.6,31.0,0.195,1.33,-19.02,3.74,3.88,6,True,110010111,No VCP,BROKEN OUT (fresh),bullish (HH/HL),Premium,92.7,False,True,True,True,True,Bullish Pin Bar;Hanging Man,10.46,276.6,257.78,235.65,6.8,293.48,310.86,345.75,3.67,531,6,9
SENORES,Senores Pharmaceuticals Limited,NSE,SENORES.NS,1405.1,61.6,50.1,-2.594,0.61,-6.93,57.59,4.08,6,False,100011111,Moderate VCP,BROKEN OUT (fresh),bullish (HH/HL),Premium,87.0,False,True,True,True,True,Bearish Engulfing;Outside Bar,57.38,1509.8,1406.52,1253.7,6.84,1548.91,1588.51,1887.25,3.65,96,6,9
HEXT,Hexaware Technologies Limited,NSE,HEXT.NS,570.2,64.9,20.7,3.12,0.87,-35.36,53.91,3.9,6,True,111011100,No VCP,AT PIVOT (actionable),bullish (HH/HL),Equilibrium,49.3,True,True,False,True,True,Bearish Pin Bar;Doji;NR7;Outside Bar;Tweezer Top,22.21,578.9,538.92,481.2,6.91,603.21,628.02,723.62,3.62,250,6,9
RAMRAT,Ram Ratna Wires Limited,NSE,RAMRAT.NS,410.75,49.9,15.1,0.989,1.62,-21.01,10.35,4.17,6,True,010101111,No VCP,AT PIVOT (actionable),ranging,Equilibrium,54.3,True,True,False,True,True,Bearish Engulfing;Inside Bar;Long-legged Doji;Morning Star;N,17.14,434.9,404.05,390.6,7.09,456.0,477.61,543.62,3.52,324,6,9
SAATVIKGL,Saatvik Green Energy Limited,NSE,SAATVIKGL.NS,466.4,54.3,17.5,2.339,5.36,-17.74,7.12,4.19,6,True,010101111,No VCP,AT PIVOT (actionable),ranging,Premium,79.2,True,False,True,True,True,Bearish Engulfing;Bullish Pin Bar;Doji;Hanging Man;NR7,19.53,493.0,457.84,415.15,7.13,515.45,538.41,616.25,3.51,284,6,9
BAJAJHCARE,Bajaj Healthcare Limited,NSE,BAJAJHCARE.NS,373.95,70.6,32.1,3.065,1.25,-30.74,18.72,4.05,7,True,110011111,No VCP,BROKEN OUT (fresh),bullish (HH/HL),Premium,89.0,False,True,False,True,True,Bullish Pin Bar;Hanging Man;Three White Soldiers,15.14,380.0,352.75,301.1,7.17,399.74,419.99,475.0,3.49,366,5,9
JINDALSAW,Jindal Saw Limited,NSE,JINDALSAW.NS,269.45,58.6,13.8,-0.6,2.54,-3.41,55.87,4.15,7,False,100111111,No VCP,AT PIVOT (actionable),ranging,Premium,92.1,True,True,False,True,True,Bullish Pin Bar;Hanging Man;Inside Bar;Morning Star;Outside ,11.19,278.95,258.81,248.5,7.22,295.9,313.35,348.69,3.46,496,5,9
TALBROAUTO,Talbros Automotive Components Limited,NSE,TALBROAUTO.NS,405.1,58.7,39.8,-3.669,0.43,-6.87,14.82,4.33,6,False,100011111,Strong VCP,forming / still basing,bullish (HH/HL),Premium,86.1,False,False,True,True,False,Bullish Pin Bar;Doji;Hammer;Morning Star;Outside Bar;Three W,17.55,435.0,403.4,360.55,7.26,456.11,477.71,543.75,3.44,316,3,9
GREAVESCOT,Greaves Cotton Limited,NSE,GREAVESCOT.NS,249.46,66.8,50.2,1.419,1.67,-8.25,56.57,4.41,8,False,110111111,No VCP,forming / still basing,bullish (HH/HL),Premium,85.2,True,True,True,True,True,NR7;Shooting Star;Three Black Crows,10.99,271.9,252.11,197.55,7.28,288.64,305.88,339.88,3.44,505,4,9
GHCLTEXTIL,GHCL Textiles Limited,NSE,GHCLTEXTIL.NS,113.7,66.6,38.4,0.828,2.28,-2.4,6.31,4.21,7,False,110111110,No VCP,BROKEN OUT (fresh),bullish (HH/HL),Premium,94.5,False,True,True,True,True,Inside Bar;Tweezer Top,4.78,116.5,107.89,92.1,7.39,127.54,139.09,145.62,3.38,1161,5,9
MOSCHIP,Moschip Technologies Limited,NSE,MOSCHIP.NS,240.1,61.9,34.2,2.33,2.9,-16.76,89.58,4.47,8,True,110111111,No VCP,extended past pivot,ranging,Premium,85.6,False,True,True,True,True,Evening Star,10.74,255.78,236.45,200.11,7.56,272.02,288.77,319.73,3.31,517,4,9
ASIANENE,Asian Energy Services Limited,NSE,ASIANENE.NS,356.65,53.6,22.8,1.977,1.32,-9.02,18.54,4.65,7,True,011011111,No VCP,forming / still basing,bearish (LH/LL),Premium,78.1,False,False,False,True,False,NR4,16.57,387.5,357.68,314.0,7.7,407.44,427.87,484.38,3.25,335,2,9
RAIN,Rain Industries Limited,NSE,RAIN.NS,206.77,58.5,40.7,0.851,1.17,-5.54,145.14,4.53,7,False,110011111,Moderate VCP,AT PIVOT (actionable),bullish (HH/HL),Premium,89.6,False,False,True,True,True,Bearish Engulfing;Morning Star,9.37,218.9,202.03,179.65,7.71,233.95,249.49,273.62,3.24,592,5,9
ZEEL,Zee Entertainment Enterprises Limited,NSE,ZEEL.NS,107.4,55.5,18.0,-0.306,0.98,-26.31,425.83,4.72,6,True,101001111,No VCP,forming / still basing,bullish (HH/HL),Premium,78.3,True,False,False,True,False,Outside Bar,5.07,118.35,109.22,96.3,7.71,129.48,141.11,147.94,3.24,1095,3,9
KSOLVES,Ksolves India Limited,NSE,KSOLVES.NS,296.85,53.0,24.2,1.594,26.28,-26.16,2.84,4.99,7,True,011111101,No VCP,AT PIVOT (actionable),ranging,Equilibrium,47.2,False,True,False,True,True,Bearish Engulfing;Inside Bar,14.8,345.0,318.36,277.1,7.72,363.82,383.15,431.25,3.24,375,5,9
RISHABH,Rishabh Instruments Limited,NSE,RISHABH.NS,656.1,66.0,44.1,-0.286,1.0,-5.3,16.49,4.54,6,False,100011111,Strong VCP,AT PIVOT (actionable),bullish (HH/HL),Premium,90.3,False,True,True,True,True,Inside Bar;NR7;Tweezer Top,29.81,692.8,639.14,560.3,7.75,719.37,746.44,866.0,3.23,186,6,9
ROSSTECH,Rossell Techsys Limited,NSE,ROSSTECH.NS,990.9,49.7,18.7,2.568,1.08,-11.68,20.79,4.89,7,False,011011111,No VCP,forming / still basing,bullish (HH/HL),Premium,74.7,False,True,False,True,False,Bullish Harami;NR4,48.43,1104.0,1016.83,907.4,7.9,1137.48,1171.45,1380.0,3.17,114,2,9
63MOONS,63 moons technologies limited,NSE,63MOONS.NS,724.15,60.1,18.7,3.809,12.9,-35.92,15.75,4.77,8,True,111111110,No VCP,forming / still basing,bullish (HH/HL),Premium,82.2,True,True,False,True,True,Bullish Engulfing;Outside Bar;Three Black Crows,34.51,777.8,715.68,650.0,7.99,805.94,834.58,972.25,3.13,160,4,9
RACLGEAR,RACL Geartech Limited,NSE,RACLGEAR.NS,1341.1,53.0,29.8,-1.098,2.78,-20.73,4.16,4.87,7,True,001111111,No VCP,AT PIVOT (actionable),ranging,Equilibrium,54.4,True,False,False,True,True,Bearish Engulfing;Inverted Hammer;NR4;Outside Bar;Tweezer Bo,65.26,1465.0,1347.53,1252.2,8.02,1503.53,1542.55,1831.25,3.12,85,5,9
FEDDERSHOL,Fedders Holding Limited,NSE,FEDDERSHOL.NS,44.19,70.0,66.0,0.171,9.26,-15.67,6.12,6.24,7,False,110111101,No VCP,AT PIVOT (actionable),bullish (HH/HL),Premium,59.6,False,True,True,True,True,Inside Bar;NR7;Shooting Star,2.76,52.4,47.44,37.5,9.47,59.89,67.88,67.88,3.12,2016,5,9
RUBICON,Rubicon Research Limited,NSE,RUBICON.NS,1439.6,61.1,26.8,-6.375,1.05,-5.72,74.75,4.79,6,False,101011101,No VCP,forming / still basing,bullish (HH/HL),Premium,90.2,False,True,True,True,False,NR4,68.93,1527.0,1402.93,1286.3,8.13,1566.33,1606.15,1908.75,3.08,80,3,9
LIBERTSHOE,Liberty Shoes Limited,NSE,LIBERTSHOE.NS,276.1,60.5,40.0,-0.832,20.6,-31.82,2.33,4.81,7,True,100111111,No VCP,AT PIVOT (actionable),ranging,Premium,76.5,False,True,False,True,True,Outside Bar;Three Black Crows,13.27,293.0,269.11,252.08,8.15,310.37,328.23,366.25,3.07,418,5,9
PAISALO,Paisalo Digital Limited,NSE,PAISALO.NS,71.75,66.9,51.0,-0.104,3.41,-7.29,102.82,4.85,7,False,100111111,No VCP,AT PIVOT (actionable),bullish (HH/HL),Premium,88.1,False,True,True,True,True,Bearish Engulfing;Outside Bar,3.48,76.39,70.13,58.11,8.19,85.38,94.87,95.49,3.05,1597,5,9
BFUTILITIE,BF Utilities Limited,NSE,BFUTILITIE.NS,617.1,52.9,23.2,2.87,22.33,-31.33,12.34,5.17,8,True,011111111,No VCP,forming / still basing,ranging,Premium,76.2,True,False,True,True,True,NR4;NR7;Three Black Crows,31.91,694.55,637.11,541.45,8.27,721.15,748.26,868.19,3.02,174,4,9
AUTOIND,Autoline Industries Limited,NSE,AUTOIND.NS,92.31,58.2,21.2,0.334,1.76,-10.81,2.03,5.21,9,False,111111111,No VCP,forming / still basing,ranging,Premium,79.7,False,True,True,True,True,NR7;Tweezer Top,4.81,103.5,94.84,76.4,8.37,113.92,124.85,129.38,2.99,1154,3,9
539730,Fredun Pharmaceuticals Ltd,BSE,539730.BO,955.2,61.2,16.5,5.757,1.44,-4.38,3.53,4.88,7,False,110011111,No VCP,BROKEN OUT (fresh),bullish (HH/HL),Premium,91.5,False,True,True,True,True,Bullish Pin Bar;Dragonfly Doji;Hanging Man;Tweezer Top,46.6,999.0,915.12,809.67,8.4,1030.86,1063.21,1248.75,2.98,119,5,9
SETL,Standard Engineering Technology Limited,NSE,SETL.NS,281.1,66.3,56.1,-1.652,1.17,-7.93,26.01,5.28,6,False,100011111,Moderate VCP,AT PIVOT (actionable),ranging,Premium,87.9,False,True,True,True,True,Evening Star;NR7,14.83,305.3,278.61,187.23,8.74,323.02,341.25,381.62,2.86,374,6,9
BALAMINES,Balaji Amines Limited,NSE,BALAMINES.NS,2289.1,57.3,27.8,3.896,0.5,-6.32,105.35,5.18,8,False,111011111,Moderate VCP,forming / still basing,bullish (HH/HL),Premium,89.5,False,True,True,True,True,Bearish Engulfing;Outside Bar;Tweezer Top,118.6,2443.6,2230.12,1885.0,8.74,2493.28,2543.47,3054.5,2.86,46,4,9
INDOBORAX,Indo Borax & Chemicals Limited,NSE,INDOBORAX.NS,465.7,70.4,65.6,3.572,2.06,-6.67,12.1,5.2,8,False,110111111,Moderate VCP,forming / still basing,bullish (HH/HL),Premium,87.4,False,True,True,True,True,Tweezer Top,24.24,499.0,455.37,354.3,8.74,521.59,544.68,623.75,2.86,229,4,9
SIGNPOST,Signpost India Limited,NSE,SIGNPOST.NS,326.9,69.1,38.3,3.766,0.43,-2.94,21.22,5.06,6,False,110011110,Strong VCP,BROKEN OUT (fresh),ranging,Premium,92.9,False,True,True,True,True,Tweezer Top,16.54,336.8,307.03,244.5,8.84,355.4,374.5,421.0,2.83,335,6,9
WANBURY,Wanbury Limited,NSE,WANBURY.NS,332.2,68.4,30.9,6.089,21.56,-7.43,11.2,5.32,8,False,110111111,No VCP,extended past pivot,bullish (HH/HL),Premium,86.5,True,True,True,True,True,Bearish Engulfing;Inside Bar;NR4;Shooting Star,17.67,358.85,327.04,265.0,8.86,378.04,397.74,448.56,2.82,314,4,9
CUPID,Cupid Limited,NSE,CUPID.NS,214.78,66.2,30.7,-0.718,2.12,-4.96,526.09,5.22,7,False,100111111,No VCP,AT PIVOT (actionable),bullish (HH/HL),Premium,92.6,True,True,False,True,True,Bearish Engulfing;Bullish Harami;Bullish Pin Bar;Hanging Man,11.22,226.0,205.81,174.01,8.93,241.28,257.07,282.5,2.8,495,5,9
SAKSOFT,Saksoft Limited,NSE,SAKSOFT.NS,179.06,57.5,36.5,-0.357,1.15,-28.23,145.81,6.24,6,True,100011111,No VCP,AT PIVOT (actionable),bullish (HH/HL),Premium,65.1,False,True,True,True,True,Bearish Engulfing;Inside Bar;NR4,11.16,217.33,197.23,138.4,9.25,232.32,247.81,271.66,2.7,497,6,9
AHCL,Anlon Healthcare Limited,NSE,AHCL.NS,14.73,41.1,28.1,-0.17,0.59,-14.73,8.44,3.96,6,True,001011111,No VCP,forming / still basing,bullish (HH/HL),Premium,63.8,False,False,False,True,False,Morning Star;Outside Bar,0.58,16.78,15.73,14.7,6.26,21.13,25.97,25.97,8.75,9523,2,8
SAGILITY,SAGILITY LIMITED,NSE,SAGILITY.NS,41.75,55.1,18.6,0.148,1.43,-27.88,75.73,3.11,6,True,111011001,No VCP,AT PIVOT (actionable),bullish (HH/HL),Discount,33.1,False,True,False,False,True,Bearish Engulfing;Bullish Harami,1.3,42.99,40.66,39.08,5.42,49.8,57.1,57.1,6.06,4291,5,8
JLHL,Jupiter Life Line Hospitals Limited,NSE,JLHL.NS,1553.0,84.2,34.2,8.601,2.44,-4.43,6.67,2.43,7,True,010111111,No VCP,extended past pivot,ranging,Premium,92.6,False,True,True,True,True,Bullish Pin Bar;Hanging Man;Inside Bar;Three White Soldiers,37.69,1582.9,1515.05,1338.0,4.29,1622.94,1663.47,1978.62,5.83,147,4,8
LMW,LMW Limited,NSE,LMW.NS,16062.0,53.1,18.4,-11.246,1.44,-5.46,5.07,2.62,6,True,001011111,No VCP,AT PIVOT (actionable),bullish (HH/HL),Premium,82.2,True,False,False,True,True,Bearish Engulfing;Bullish Pin Bar;Hanging Man,421.16,16957.0,16198.92,15500.0,4.47,17087.47,17218.44,21196.25,5.59,13,5,8
LAURUSLABS,Laurus Labs Limited,NSE,LAURUSLABS.NS,1529.8,59.4,37.0,-1.806,0.9,-3.12,306.0,2.57,6,False,100011111,Moderate VCP,AT PIVOT (actionable),bullish (HH/HL),Premium,92.5,False,True,False,True,True,Bearish Engulfing;Inside Bar;NR7;Shooting Star,39.32,1579.1,1508.33,1410.5,4.48,1619.09,1659.58,1973.88,5.58,141,5,8
TORNTPHARM,Torrent Pharmaceuticals Limited,NSE,TORNTPHARM.NS,4763.0,53.0,34.3,3.987,7.88,-6.35,298.54,2.69,7,True,010111111,No VCP,BROKEN OUT (fresh),ranging,Premium,76.8,False,False,False,True,True,Hanging Man;Outside Bar,128.3,5085.8,4854.86,4377.0,4.54,5157.36,5229.43,6357.25,5.51,43,4,8
FOSECOIND,Foseco India Limited,NSE,FOSECOIND.NS,5058.0,45.2,27.9,-24.51,0.21,-26.12,3.58,2.72,6,True,001011111,No VCP,AT PIVOT (actionable),bearish (LH/LL),Premium,58.5,True,False,True,False,True,Bearish Pin Bar;Inverted Hammer;NR7;Three Black Crows,137.81,5425.0,5176.94,5050.0,4.57,5498.9,5573.31,6781.25,5.47,40,5,8
NIVABUPA,Niva Bupa Health Insurance Company Limited,NSE,NIVABUPA.NS,86.06,51.8,45.9,-0.059,2.56,-7.36,26.26,2.73,6,True,000111111,No VCP,AT PIVOT (actionable),bullish (HH/HL),Premium,83.3,False,True,False,True,True,Dark Cloud Cover;NR7;Outside Bar,2.35,89.66,85.43,84.13,4.72,99.38,109.6,112.07,5.3,2364,5,8
SIEMENS,Siemens Limited,NSE,SIEMENS.NS,3658.8,56.2,26.2,15.518,3.02,-7.07,168.18,2.82,7,True,111101011,No VCP,AT PIVOT (actionable),bearish (LH/LL),Premium,74.3,False,False,False,True,True,Bearish Pin Bar;Inside Bar;Inverted Hammer;Long-legged Doji;,103.23,3855.0,3669.19,3398.1,4.82,3917.34,3980.18,4818.75,5.19,53,4,8
DHAMPURSUG,Dhampur Sugar Mills Limited,NSE,DHAMPURSUG.NS,142.44,50.6,20.2,0.283,2.1,-14.83,4.01,2.83,7,True,011101111,No VCP,AT PIVOT (actionable),ranging,Premium,56.2,False,False,False,True,True,Bearish Pin Bar;Bullish Harami;Gravestone Doji;Inside Bar;NR,4.03,147.45,140.2,135.4,4.92,159.84,172.74,184.31,5.08,1379,4,8
WELENT,Welspun Enterprises Limited,NSE,WELENT.NS,626.3,71.9,41.5,-0.137,2.32,-1.35,17.33,2.79,6,True,100111110,No VCP,extended past pivot,bullish (HH/HL),Premium,96.1,True,True,True,True,True,Hanging Man;NR7;Tweezer Top,17.48,634.9,603.43,561.6,4.96,660.35,686.29,793.62,5.04,317,5,8
SIS,SIS LIMITED,NSE,SIS.NS,433.6,55.8,48.3,-0.653,0.54,-9.85,13.9,3.06,6,True,100011111,No VCP,AT PIVOT (actionable),bullish (HH/HL),Premium,78.9,False,True,False,True,True,Bearish Engulfing;Inside Bar;NR7,13.26,480.95,457.09,402.55,4.96,503.13,525.81,601.19,5.04,419,5,8
HNDFDS,Hindustan Foods Limited,NSE,HNDFDS.NS,558.4,54.0,21.9,0.004,2.42,-5.99,3.91,2.95,8,True,011111111,No VCP,forming / still basing,ranging,Premium,76.6,False,False,True,True,True,Inside Bar;Morning Star;NR7;Tweezer Top,16.45,594.0,564.4,524.15,4.98,618.62,643.74,742.5,5.02,337,3,8
UNIONBANK,Union Bank of India,NSE,UNIONBANK.NS,168.46,50.1,17.3,0.317,4.17,-18.02,245.11,3.02,6,True,010111011,No VCP,AT PIVOT (actionable),ranging,Discount,28.8,True,False,True,False,True,Bearish Engulfing;Bullish Pin Bar;Hanging Man;NR7,5.08,177.49,168.34,153.5,5.16,191.06,205.14,221.86,4.85,1092,5,8
SUPRAJIT,Suprajit Engineering Limited,NSE,SUPRAJIT.NS,490.05,57.1,32.7,-0.19,0.89,-5.33,11.72,3.03,6,True,100011111,No VCP,AT PIVOT (actionable),bullish (HH/HL),Premium,80.4,False,False,True,True,True,Bullish Harami;Bullish Pin Bar;Dragonfly Doji;Hanging Man;Tw,14.87,514.5,487.73,457.4,5.2,537.43,560.87,643.12,4.8,373,5,8
ACE,Action Construction Equipment Limited,NSE,ACE.NS,987.4,53.3,29.4,-3.864,2.51,-15.61,32.18,3.07,6,True,001110111,No VCP,AT PIVOT (actionable),ranging,Premium,80.3,True,False,False,True,True,Evening Star;Hammer;NR7,30.28,1047.0,992.5,962.0,5.21,1079.61,1112.71,1308.75,4.8,183,5,8
GIPCL,Gujarat Industries Power Company Limited,NSE,GIPCL.NS,162.11,50.9,20.6,0.147,3.17,-25.43,6.5,3.1,8,True,011111111,No VCP,forming / still basing,bullish (HH/HL),Premium,76.3,False,True,False,True,True,NR7;Three Black Crows,5.02,172.8,163.77,156.05,5.23,186.2,200.09,216.0,4.78,1107,3,8
LENSKART,Lenskart Solutions Limited,NSE,LENSKART.NS,537.2,58.6,21.0,0.174,0.9,-4.58,345.96,3.07,7,False,111011101,No VCP,AT PIVOT (actionable),ranging,Premium,82.2,False,True,False,True,True,Bearish Pin Bar;Shooting Star,16.49,563.0,533.32,482.15,5.27,586.98,611.46,703.75,4.74,336,4,8
NAM-INDIA,Nippon Life India Asset Management Limited,NSE,NAM-INDIA.NS,1186.5,53.6,23.4,-6.144,1.62,-3.81,104.51,3.14,6,True,001110111,No VCP,AT PIVOT (actionable),ranging,Premium,89.3,True,False,False,True,True,Bearish Engulfing;Bullish Harami;Inside Bar,37.26,1233.5,1166.43,1129.5,5.44,1268.87,1304.74,1541.88,4.6,149,5,8
CANHLIFE,Canara HSBC Life Insurance Company Limited,NSE,CANHLIFE.NS,149.74,62.8,31.7,1.188,20.96,-5.82,17.54,3.26,7,False,110111101,No VCP,BROKEN OUT (fresh),bullish (HH/HL),Premium,65.4,True,True,False,False,True,Evening Star;Long-legged Doji;NR4,4.88,158.8,150.01,133.55,5.54,171.65,185.0,198.5,4.52,1137,4,8
TBOTEK,TBO Tek Limited,NSE,TBOTEK.NS,1459.0,54.4,30.6,-14.034,2.25,-17.33,28.93,3.41,6,True,000111111,No VCP,forming / still basing,bullish (HH/HL),Premium,76.1,False,False,False,True,False,Bullish Engulfing;Bullish Pin Bar;Hammer;Outside Bar;Tweezer,49.73,1569.0,1479.49,1410.9,5.7,1608.86,1649.22,1961.25,4.38,111,2,8
WSTCSTPAPR,West Coast Paper Mills Limited,NSE,WSTCSTPAPR.NS,520.4,49.6,27.1,-1.583,0.88,-10.74,8.12,3.54,6,True,001011111,No VCP,forming / still basing,bullish (HH/HL),Premium,75.3,True,True,True,True,True,Bearish Engulfing,18.43,568.0,534.82,489.0,5.84,592.08,616.67,710.0,4.28,301,5,8
ADANIENSOL,Adani Energy Solutions Limited,NSE,ADANIENSOL.NS,1722.6,71.9,36.1,9.303,0.95,-2.0,456.66,3.34,6,False,110011110,Moderate VCP,BROKEN OUT (fresh),ranging,Premium,96.3,False,True,False,True,True,Bearish Pin Bar;Bullish Harami;Gravestone Doji;Morning Star;,57.5,1744.0,1640.5,1465.0,5.93,1786.01,1828.52,2180.0,4.21,96,5,8
CONCORDBIO,Concord Biotech Limited,NSE,CONCORDBIO.NS,1342.8,60.6,14.7,1.813,0.44,-32.18,41.84,3.43,6,True,110010111,No VCP,AT PIVOT (actionable),ranging,Premium,84.5,False,True,False,True,True,Bullish Pin Bar;Doji;Hanging Man;Outside Bar;Tweezer Top,46.05,1377.9,1295.01,1250.1,6.02,1415.27,1453.14,1722.38,4.16,120,5,8
IDBI,IDBI Bank Limited,NSE,IDBI.NS,87.02,60.7,34.6,-0.034,2.9,-26.49,153.35,3.48,6,True,100111101,No VCP,forming / still basing,ranging,Equilibrium,46.0,False,False,False,True,False,NR7;Outside Bar,3.03,89.94,84.49,80.17,6.06,99.67,109.91,112.42,4.12,1834,2,8
HGS,Hinduja Global Solutions Limited,NSE,HGS.NS,431.55,55.2,33.4,2.372,18.35,-31.36,4.06,3.74,7,True,110111101,No VCP,forming / still basing,ranging,Premium,66.0,True,True,True,False,True,NR4;Shooting Star;Three Black Crows;Tweezer Top,16.12,477.6,448.59,403.0,6.07,499.7,522.31,597.0,4.12,344,4,8
ABREL,Aditya Birla Real Estate Limited,NSE,ABREL.NS,1448.6,61.8,20.7,4.901,1.06,-34.24,30.4,3.43,7,True,111011101,No VCP,AT PIVOT (actionable),bullish (HH/HL),Premium,71.2,False,True,False,False,True,Bullish Pin Bar;Hanging Man;Morning Star;Outside Bar;Tweezer,49.62,1470.0,1380.69,1280.1,6.08,1508.59,1547.68,1837.5,4.11,111,4,8
GOODLUCK,Goodluck India Limited,NSE,GOODLUCK.NS,1546.6,60.0,31.9,2.705,3.37,-7.51,33.46,3.74,8,False,110111111,No VCP,forming / still basing,bullish (HH/HL),Premium,83.4,True,True,False,True,True,Bearish Engulfing;Long-legged Doji;NR4,57.89,1672.1,1567.9,1391.7,6.23,1713.24,1754.88,2090.12,4.01,95,3,8
STYLAMIND,Stylam Industries Limited,NSE,STYLAMIND.NS,3250.4,55.5,26.1,-13.333,1.15,-4.68,11.04,3.7,6,False,101010111,Strong VCP,AT PIVOT (actionable),bearish (LH/LL),Premium,87.5,False,False,True,True,True,Bearish Pin Bar;Doji;Evening Star;NR7;Tweezer Top,120.35,3410.1,3193.46,2984.0,6.35,3468.75,3527.89,4262.62,3.94,46,5,8
JINDRILL,Jindal Drilling And Industries Limited,NSE,JINDRILL.NS,588.7,50.4,25.8,4.167,0.5,-15.11,211.03,3.97,7,True,011011111,No VCP,forming / still basing,ranging,Premium,58.6,True,False,True,True,True,NR7;Three Black Crows,23.37,659.4,617.33,534.65,6.38,685.33,711.76,824.25,3.92,237,4,8
TASTYBITE,Tasty Bite Eatables Limited,NSE,TASTYBITE.NS,8746.5,55.1,53.8,-14.02,1.37,-26.86,3.8,3.86,6,True,100011111,No VCP,forming / still basing,ranging,Premium,75.6,True,True,True,True,True,NR7;Three Black Crows,337.43,9492.5,8885.13,8129.0,6.4,9590.18,9688.36,11865.62,3.91,16,5,8
DBCORP,D.B.Corp Limited,NSE,DBCORP.NS,213.49,65.0,29.0,2.025,8.27,-25.85,10.64,3.84,7,True,111111001,No VCP,BROKEN OUT (fresh),ranging,Discount,39.2,False,False,False,False,True,Bearish Pin Bar;Doji;Shooting Star;Three White Soldiers,8.19,227.95,213.2,188.11,6.47,243.3,259.15,284.94,3.86,677,4,8
PNBGILTS,PNB Gilts Limited,NSE,PNBGILTS.NS,87.84,49.2,28.1,-0.459,0.84,-26.68,26.02,3.97,6,True,001011111,No VCP,forming / still basing,ranging,Premium,71.0,False,False,False,True,False,Bullish Engulfing;Tweezer Bottom,3.49,96.65,90.37,84.32,6.5,106.73,117.31,120.81,3.85,1592,2,8
ASHAPURMIN,Ashapura Minechem Limited,NSE,ASHAPURMIN.NS,689.65,54.4,21.0,5.215,2.09,-25.44,48.25,3.82,7,True,011101111,No VCP,forming / still basing,bearish (LH/LL),Premium,70.5,True,False,True,True,True,Bearish Engulfing;Bearish Pin Bar;Evening Star;NR7;Shooting ,26.34,723.5,676.1,623.7,6.55,750.65,778.3,904.38,3.82,210,4,8
GANESHHOU,GANESH HOUSING LIMITED,NSE,GANESHHOU.NS,822.7,56.4,36.2,-0.773,0.66,-18.38,8.35,3.93,6,True,100011111,No VCP,forming / still basing,ranging,Premium,82.9,True,True,True,True,True,Three Black Crows,32.37,889.25,830.99,745.2,6.55,919.32,949.89,1111.56,3.82,171,5,8
LTTS,L&T Technology Services Limited,NSE,LTTS.NS,3415.3,55.8,17.6,38.601,13.16,-27.73,56.7,3.92,6,True,110111001,No VCP,AT PIVOT (actionable),bearish (LH/LL),Discount,44.1,True,True,False,False,True,Evening Star;Shooting Star,133.9,3667.9,3426.89,3030.0,6.57,3728.71,3790.03,4584.88,3.8,41,5,8
HAPPSTMNDS,Happiest Minds Technologies Limited,NSE,HAPPSTMNDS.NS,379.65,57.7,27.9,4.255,7.95,-41.24,42.42,4.07,7,True,111111100,No VCP,forming / still basing,ranging,Discount,39.8,False,True,True,False,True,Shooting Star;Three Black Crows,15.44,419.9,392.11,335.0,6.62,440.64,461.88,524.88,3.78,359,4,8
PGIL,Pearl Global Industries Limited,NSE,PGIL.NS,2041.3,62.3,36.1,-9.496,0.89,-3.52,31.05,3.86,6,False,100011111,Moderate VCP,AT PIVOT (actionable),ranging,Premium,90.3,True,False,False,True,True,Bullish Pin Bar;Hanging Man;Long-legged Doji;NR7,78.75,2115.7,1973.95,1799.9,6.7,2161.95,2208.69,2644.62,3.73,70,5,8
