symbol,name,exchange,yahoo_ticker,close,rsi,adx,macd_hist,vol_spike,dist_52wh_pct,adv_value_cr,atr_pct,prime_score,not_extended,checks,vcp_quality,vcp_status,struct,pd_zone,range_pos,near_demand,bull_bos,ob_support,gann_above_1x1,bearish_candle,last_candles,atr,pivot_entry,stop,struct_stop_ref,stop_pct,gann_T1,gann_T2,target2,rr,qty_per_10L,sec_bonus,phase7_score
STAR,Strides Pharma Science Limited,NSE,STAR.NS,1074.9,47.1,18.3,-5.135,1.64,-12.68,28.93,3.65,6,True,001110111,No VCP,forming / still basing,ranging,Premium,66.2,True,False,False,True,True,Outside Bar;Three Black Crows,39.23,1149.8,1079.19,1007.5,6.14,1183.96,1218.62,1437.25,4.07,141,3,6
EQUITASBNK,Equitas Small Finance Bank Limited,NSE,EQUITASBNK.NS,77.72,51.9,21.5,-0.234,1.46,-7.37,29.65,3.71,6,True,001011111,No VCP,forming / still basing,ranging,Premium,81.1,False,True,False,True,True,Inside Bar;NR7;Three Black Crows,2.88,83.9,78.71,73.82,6.19,93.31,103.22,104.88,4.04,1926,3,6
DATAMATICS,Datamatics Global Services Limited,NSE,DATAMATICS.NS,846.0,54.8,26.2,-0.537,1.42,-24.46,12.58,3.86,6,True,001011111,No VCP,forming / still basing,bullish (HH/HL),Premium,74.8,False,True,False,True,True,Bullish Pin Bar;Hanging Man;Three Black Crows,32.66,918.0,859.21,774.55,6.4,948.55,979.6,1147.5,3.9,170,3,6
BOROLTD,Borosil Limited,NSE,BOROLTD.NS,238.84,51.6,18.8,0.375,5.27,-39.98,2.74,4.13,6,True,011111100,No VCP,forming / still basing,bullish (HH/HL),Discount,41.7,True,True,False,False,True,Three Black Crows;Tweezer Top,9.86,266.0,248.26,224.02,6.67,282.56,299.62,332.5,3.75,563,3,6
MARKSANS,Marksans Pharma Limited,NSE,MARKSANS.NS,267.1,55.0,43.7,-0.993,0.5,-5.15,84.78,3.94,6,False,100011111,Moderate VCP,forming / still basing,bullish (HH/HL),Premium,88.5,False,True,False,True,True,Bearish Pin Bar;Doji;Evening Star;Shooting Star,10.52,281.6,262.66,252.81,6.73,298.63,316.16,352.0,3.72,527,3,6
SURYODAY,Suryoday Small Finance Bank Limited,NSE,SURYODAY.NS,179.79,52.1,39.0,-0.011,2.92,-7.8,8.85,4.07,6,True,000111111,No VCP,forming / still basing,bullish (HH/HL),Premium,80.9,False,True,False,True,True,Bearish Engulfing;NR4,7.31,195.0,181.84,169.29,6.75,209.21,223.93,243.75,3.7,759,3,6
JINDALPOLY,Jindal Poly Films Limited,NSE,JINDALPOLY.NS,659.05,48.0,22.0,4.917,2.75,-35.79,2.49,4.36,6,True,011111010,No VCP,forming / still basing,bearish (LH/LL),Discount,44.4,False,False,True,False,True,Morning Star;Shooting Star,28.71,747.55,695.87,606.0,6.91,775.14,803.23,934.44,3.62,193,3,6
PSPPROJECT,PSP Projects Limited,NSE,PSPPROJECT.NS,1046.3,58.6,42.5,-5.129,1.12,-8.46,14.47,4.21,6,False,100011111,No VCP,forming / still basing,bullish (HH/HL),Premium,83.1,True,True,False,True,True,Bearish Engulfing;Inside Bar;NR4,44.1,1143.0,1063.62,951.0,6.94,1177.06,1211.62,1428.75,3.6,125,3,6
SANGAMIND,Sangam (India) Limited,NSE,SANGAMIND.NS,636.95,80.8,44.6,8.505,27.82,-2.01,7.43,3.95,6,False,010111110,No VCP,extended past pivot,bullish (HH/HL),Premium,94.6,False,True,True,True,True,Bullish Pin Bar;Doji;Hanging Man;Long-legged Doji,25.15,650.0,604.72,522.05,6.97,675.75,701.99,812.5,3.59,220,3,6
BORORENEW,BOROSIL RENEWABLES LIMITED,NSE,BORORENEW.NS,604.55,51.2,34.3,-4.704,2.86,-16.15,60.44,4.3,6,True,000111111,No VCP,forming / still basing,bullish (HH/HL),Premium,77.9,False,True,False,True,True,Inside Bar;Shooting Star;Three Black Crows,26.02,669.9,623.07,587.5,6.99,696.03,722.66,837.38,3.58,213,3,6
AVANTEL,Avantel Limited,NSE,AVANTEL.NS,170.14,43.9,18.5,-1.287,8.36,-20.87,57.58,4.51,7,True,001111111,No VCP,forming / still basing,bullish (HH/HL),Premium,65.8,False,False,False,True,True,NR7;Three Black Crows,7.68,197.77,183.95,167.5,6.99,212.08,226.9,247.21,3.58,723,2,6
5PAISA,5Paisa Capital Limited,NSE,5PAISA.NS,365.6,53.1,33.8,-0.63,2.14,-10.17,2.06,4.34,6,True,000111111,No VCP,forming / still basing,bullish (HH/HL),Premium,77.7,False,True,False,True,True,Bearish Engulfing,15.88,400.0,371.42,326.0,7.14,420.25,441.0,500.0,3.5,349,3,6
RAMCOIND,Ramco Industries Limited,NSE,RAMCOIND.NS,353.45,58.5,35.6,-0.154,0.59,-11.2,29.74,4.3,6,True,100011111,No VCP,forming / still basing,ranging,Premium,81.0,False,True,False,True,True,Three Black Crows,15.19,382.2,354.86,290.05,7.15,402.0,422.3,477.75,3.49,365,3,6
MBEL,M & B Engineering Limited,NSE,MBEL.NS,321.35,53.0,25.8,0.469,2.41,-40.04,5.62,4.31,6,True,011111100,No VCP,forming / still basing,bullish (HH/HL),Premium,60.0,False,True,False,True,True,Bearish Engulfing,13.84,344.6,319.69,300.5,7.23,363.41,382.73,430.75,3.46,401,3,6
STYL,Seshaasai Technologies Limited,NSE,STYL.NS,399.95,86.4,55.7,5.804,3.85,-8.57,7.92,4.25,6,False,010111101,No VCP,extended past pivot,ranging,Premium,96.4,False,True,True,True,True,Bullish Pin Bar;Hanging Man;Inside Bar;NR7;Tweezer Top,16.99,407.15,376.57,295.55,7.51,427.58,448.51,508.94,3.33,327,3,6
HFCL,HFCL Limited,NSE,HFCL.NS,213.17,55.3,36.0,-1.88,0.79,-7.12,723.56,4.59,6,False,100011111,Moderate VCP,forming / still basing,bullish (HH/HL),Premium,90.4,False,True,False,True,True,Evening Star;NR7,9.79,229.5,211.88,195.0,7.68,244.9,260.8,286.88,3.26,567,3,6
MOREPENLAB,Morepen Laboratories Limited,NSE,MOREPENLAB.NS,58.9,56.8,52.5,-0.395,1.34,-9.55,60.6,4.96,6,False,100011111,No VCP,forming / still basing,bullish (HH/HL),Premium,82.0,False,True,True,True,True,NR7;Three Black Crows,2.92,64.58,59.32,49.71,8.14,72.87,81.65,81.65,3.25,1901,3,6
JAYNECOIND,Jayaswal Neco Industries Limited,NSE,JAYNECOIND.NS,90.28,49.0,19.3,0.773,2.39,-22.84,41.32,4.62,6,True,011101011,No VCP,forming / still basing,bullish (HH/HL),Equilibrium,45.0,True,True,False,False,True,Shooting Star,4.17,95.99,88.49,83.75,7.81,106.04,116.58,119.99,3.2,1333,3,6
TVSELECT,TVS Electronics Limited,NSE,TVSELECT.NS,506.1,54.1,30.5,-0.159,1.85,-31.55,7.1,4.63,6,True,000111111,No VCP,forming / still basing,bullish (HH/HL),Premium,80.2,True,False,False,True,True,Outside Bar;Three Black Crows,23.44,538.3,496.11,470.0,7.84,561.75,585.7,672.88,3.19,237,3,6
DIACABS,Diamond Power Infrastructure Limited,NSE,DIACABS.NS,222.38,56.5,41.6,-0.32,0.9,-11.68,137.1,4.94,6,False,100011111,No VCP,forming / still basing,bullish (HH/HL),Premium,78.4,False,True,True,True,True,Bearish Engulfing;Outside Bar,10.99,251.8,232.02,197.5,7.86,267.92,284.54,314.75,3.18,505,3,6
UFBL,United Foodbrands Limited,NSE,UFBL.NS,701.9,57.9,34.6,-6.568,0.2,-8.05,23.95,4.77,6,False,100011111,No VCP,forming / still basing,bullish (HH/HL),Premium,89.6,False,True,True,True,True,Bearish Marubozu;Outside Bar;Three Black Crows,33.46,763.35,703.13,615.6,7.89,791.23,819.61,954.19,3.17,166,3,6
THEMISMED,Themis Medicare Limited,NSE,THEMISMED.NS,109.9,46.7,29.3,-0.987,0.46,-25.74,4.16,5.7,6,True,001011111,No VCP,forming / still basing,ranging,Premium,62.4,True,False,False,True,True,Three Black Crows,6.27,137.0,125.72,100.85,8.23,148.95,161.41,171.25,3.04,886,3,6
LLOYDSENGG,LLOYDS ENGINEERING WORKS LIMITED,NSE,LLOYDSENGG.NS,88.56,57.7,37.2,-0.354,1.85,-6.88,157.31,4.92,7,False,100111111,Moderate VCP,forming / still basing,ranging,Premium,88.7,False,False,False,True,True,Bullish Pin Bar;Hanging Man;NR7,4.36,95.1,87.25,81.0,8.25,105.1,115.6,118.88,3.03,1273,2,6
SILVERTUC,Silver Touch Technologies Limited,NSE,SILVERTUC.NS,197.72,60.6,15.5,0.737,2.06,-82.31,8.31,4.96,6,True,110111100,No VCP,BROKEN OUT (fresh),ranging,Premium,86.6,False,False,False,False,True,Bearish Engulfing;Bullish Pin Bar;Doji;Hanging Man;Tweezer T,9.81,204.89,187.22,170.24,8.62,219.45,234.52,256.11,2.9,565,3,6
UNIVCABLES,Universal Cables Limited,NSE,UNIVCABLES.NS,1166.7,49.1,18.7,-3.659,0.56,-16.13,33.3,5.73,6,False,001011111,No VCP,AT PIVOT (actionable),ranging,Premium,72.5,False,False,False,True,True,Bearish Engulfing;Bearish Pin Bar;Doji;Inside Bar;NR4,66.86,1391.0,1270.65,1077.0,8.65,1428.55,1466.59,1738.75,2.89,83,3,6
MENONBE,Menon Bearings Limited,NSE,MENONBE.NS,199.67,75.0,35.5,2.377,0.82,0.0,4.59,4.92,6,False,110011110,Strong VCP,extended past pivot,ranging,Premium,100.0,False,True,False,True,True,Bullish Engulfing;Bullish Pin Bar;Hanging Man;NR7;Outside Ba,9.83,199.67,181.97,153.62,8.86,214.05,228.93,249.59,2.82,564,3,6
THANGAMAYL,Thangamayil Jewellery Limited,NSE,THANGAMAYL.NS,6436.0,59.8,54.8,-40.772,1.26,-10.17,133.26,5.51,6,False,100011111,No VCP,forming / still basing,bullish (HH/HL),Premium,82.0,True,True,False,True,True,Bearish Engulfing;Bearish Marubozu;Bullish Harami;Bullish Pi,354.39,7165.0,6527.1,5300.0,8.9,7249.9,7335.29,8956.25,2.81,15,3,6
GSPCROP,GSP Crop Science Limited,NSE,GSPCROP.NS,492.2,73.0,27.9,10.992,4.24,-1.76,12.66,4.99,7,False,111111100,No VCP,extended past pivot,bearish (LH/LL),Premium,94.9,False,True,False,True,True,Bullish Pin Bar;Hanging Man;Three White Soldiers,24.57,497.4,453.18,366.9,8.89,519.95,543.0,621.75,2.81,226,2,6
NITTAGELA,Nitta Gelatin India Limited,NSE,NITTAGELA.NS,1880.0,59.6,40.6,1.644,2.21,-9.93,3.37,5.52,7,False,110111101,No VCP,forming / still basing,bullish (HH/HL),Premium,82.8,False,True,False,True,True,Bearish Engulfing,103.71,2087.2,1900.53,1562.2,8.94,2133.14,2179.57,2609.0,2.8,53,2,6
SOTL,Savita Oil Technologies Limited,NSE,SOTL.NS,580.25,56.3,37.4,-0.298,0.5,-9.22,32.47,5.65,6,False,100011111,No VCP,forming / still basing,bullish (HH/HL),Premium,83.3,False,True,True,True,True,Bearish Engulfing;Bullish Pin Bar;Doji;Hanging Man;Inside Ba,32.77,639.15,580.17,496.35,9.23,664.68,690.71,798.94,2.71,169,3,6
BETA,Beta Drugs Limited,NSE,BETA.NS,2229.1,61.0,42.7,-14.174,1.3,-8.05,6.93,5.58,6,False,100011111,No VCP,forming / still basing,bullish (HH/HL),Premium,86.4,False,True,True,True,True,Outside Bar;Shooting Star;Three Black Crows,124.4,2424.3,2200.38,1980.0,9.24,2473.79,2523.77,3030.38,2.71,44,3,6
CONFIPET,Confidence Petroleum India Limited,NSE,CONFIPET.NS,73.12,52.0,18.4,-0.214,0.62,-9.25,24.12,5.67,6,False,001011111,No VCP,forming / still basing,ranging,Premium,85.8,True,True,False,True,True,Bearish Engulfing;Evening Star;Long-legged Doji,4.14,80.4,72.94,66.3,9.28,89.62,99.33,100.5,2.69,1340,3,6
DEEDEV,DEE Development Engineers Limited,NSE,DEEDEV.NS,691.75,54.3,23.6,-2.771,0.52,-8.98,13.75,5.63,6,False,001011111,No VCP,AT PIVOT (actionable),bearish (LH/LL),Premium,88.2,False,False,False,True,True,Bearish Harami;Evening Star;Inside Bar;NR7;Tweezer Top,38.96,744.75,674.62,633.0,9.42,772.29,800.33,930.94,2.65,142,3,6
SUVEN,Suven Life Sciences Limited,NSE,SUVEN.NS,325.9,57.4,40.6,1.289,0.54,-12.16,65.96,6.27,7,False,110011111,No VCP,forming / still basing,ranging,Premium,81.7,False,True,False,True,True,Bearish Engulfing,20.45,371.0,334.19,252.65,9.92,390.51,410.52,463.75,2.52,271,2,6
NACLIND,NACL Industries Limited,NSE,NACLIND.NS,213.45,53.3,28.4,-2.324,2.2,-37.12,37.03,6.62,6,True,001111110,No VCP,forming / still basing,ranging,Premium,76.2,False,True,False,True,True,Long-legged Doji;NR7;Three Black Crows,14.13,245.0,219.56,193.11,10.38,260.9,277.3,306.25,2.41,393,3,6
MAHABANK,Bank of Maharashtra,NSE,MAHABANK.NS,79.9,39.6,19.2,-1.158,1.79,-15.45,140.22,3.45,6,True,001101111,No VCP,forming / still basing,bullish (HH/HL),Premium,57.9,True,False,False,False,True,Bearish Engulfing;Bullish Harami;NR7;Tweezer Bottom,2.76,94.5,89.54,79.12,5.25,104.47,114.94,118.12,4.76,2016,2,5
GREENLAM,Greenlam Industries Limited,NSE,GREENLAM.NS,249.35,47.0,26.6,-2.001,0.4,-10.51,8.52,3.72,6,True,001011111,No VCP,forming / still basing,ranging,Premium,66.0,False,False,False,True,True,Bullish Pin Bar;Hammer;NR4;Outside Bar;Three Black Crows;Twe,9.29,273.0,256.29,244.85,6.12,289.77,307.05,341.25,4.08,598,2,5
MANALIPETC,Manali Petrochemicals Limited,NSE,MANALIPETC.NS,61.77,46.0,21.0,-0.295,0.7,-23.83,6.13,4.08,6,True,001011111,No VCP,forming / still basing,bearish (LH/LL),Premium,71.4,False,False,False,True,True,Bearish Engulfing;Inside Bar;NR7,2.52,67.35,62.81,60.1,6.74,75.81,84.76,84.76,3.83,2202,2,5
EIEL,Enviro Infra Engineers Limited,NSE,EIEL.NS,220.23,50.1,25.2,-1.8,0.73,-28.12,69.1,4.62,6,True,001011111,No VCP,forming / still basing,ranging,Premium,75.9,False,False,False,True,True,Three Black Crows,10.18,247.4,229.07,208.63,7.41,263.38,279.86,309.25,3.37,545,2,5
EMMVEE,Emmvee Photovoltaic Power Limited,NSE,EMMVEE.NS,345.05,54.3,25.6,-0.886,5.6,-7.13,132.96,4.61,6,False,001111101,No VCP,forming / still basing,bullish (HH/HL),Premium,86.2,False,True,False,True,True,Bearish Engulfing;Morning Star,15.9,371.55,342.93,323.7,7.7,391.08,411.1,464.44,3.25,349,2,5
ANTELOPUS,Antelopus Selan Energy Limited,NSE,ANTELOPUS.NS,820.8,52.3,18.2,0.072,1.49,-12.09,11.24,4.9,6,False,011001111,No VCP,forming / still basing,ranging,Premium,76.4,False,True,False,True,True,Bullish Pin Bar;Long-legged Doji;NR4;NR7;Three Black Crows,40.25,889.95,817.5,770.75,8.14,920.03,950.61,1112.44,3.07,138,2,5
526433,ASM Technologies Ltd,BSE,526433.BO,4099.7,54.9,42.8,-12.785,1.54,-11.45,10.14,5.28,6,False,000111111,No VCP,forming / still basing,bullish (HH/HL),Premium,79.0,False,True,False,True,True,Evening Star;Outside Bar;Three Black Crows,216.34,4630.0,4240.6,3737.0,8.41,4698.29,4767.09,5787.5,2.97,25,2,5
E2E,E2E Networks Limited,NSE,E2E.NS,404.95,53.2,18.3,0.763,1.35,-13.73,70.55,5.53,6,False,011001111,No VCP,forming / still basing,bullish (HH/HL),Premium,76.1,False,False,False,True,True,Hanging Man;Three White Soldiers,22.4,469.4,429.08,366.0,8.59,491.32,513.73,586.75,2.91,248,1,4
