symbol,mcap_cr,yahoo_ticker,name,exchange,CMP,dist_52wh_pct,rsi,adx,above_ema200,above_ema50,vol_drying,vol_spike10,base_depth_pct,weeks_base,cmf,macd_hist,confA_macd,confB_cmf,confC_obv,confE_vcp,confF_no_supply,gannG_sq9,gannH_cycle,next_resistance,vcp_contractions
IRISDOREME,,IRISDOREME.NS,Iris Clothings Limited,NSE,36.76,44.75,56.7,18.3,True,True,True,False,20.5,87.0,-0.102,-0.049,True,False,False,True,True,False,True,37.35,3
ITDC,5686.51,ITDC.NS,India Tourism Development Corporation Limited,NSE,669.95,6.01,76.4,21.3,True,True,True,True,38.2,83.6,0.233,7.705,False,True,False,True,True,True,True,673.8,3
IRFC,126084.95,IRFC.NS,Indian Railway Finance Corporation Limited,NSE,96.47,35.23,39.8,17.6,False,False,True,False,12.8,90.2,-0.151,-0.267,False,False,False,True,True,False,True,98.7,3
ITI,29052.42,ITI.NS,ITI Limited,NSE,302.0,19.0,59.7,27.4,True,True,True,False,13.3,90.4,-0.211,0.567,False,False,False,True,True,True,True,303.9,3
ITC,351764.82,ITC.NS,ITC Limited,NSE,280.7,34.5,32.2,29.9,False,False,True,False,13.5,88.8,-0.242,-2.451,False,False,False,False,True,True,False,305.4,3
ITCHOTELS,31911.2,ITCHOTELS.NS,ITC Hotels Limited,NSE,153.18,41.45,44.2,10.9,False,False,True,False,12.3,88.4,-0.165,-0.102,False,False,False,True,True,True,True,156.86,3
IBULLSLTD,5380.94,IBULLSLTD.NS,Indiabulls Limited,NSE,23.24,7.04,68.0,39.6,True,True,True,False,55.6,84.2,0.234,0.263,False,True,False,True,True,False,True,25.0,3
INDOSTAR,3772.92,INDOSTAR.NS,IndoStar Capital Finance Limited,NSE,234.83,35.89,63.3,26.4,False,True,True,True,25.3,85.0,-0.006,2.278,False,False,False,True,True,True,True,245.0,3
HYUNDAI,155682.87,HYUNDAI.NS,Hyundai Motor India Limited,NSE,1913.6,33.79,57.0,20.5,False,True,False,True,13.6,85.0,-0.139,6.748,False,False,True,False,False,True,True,1944.0,3
INDORAMA,1194.33,INDORAMA.NS,Indo Rama Synthetics (India) Limited,NSE,45.78,38.96,71.4,40.5,True,True,False,True,31.8,85.4,-0.149,0.685,False,False,False,False,False,False,True,49.25,3
INDOFARM,638.61,INDOFARM.NS,Indo Farm Equipment Limited,NSE,132.78,51.13,50.3,23.9,False,False,True,True,19.6,87.8,-0.067,0.544,False,False,True,False,True,True,True,133.77,3
ICICIPRULI,70116.38,ICICIPRULI.NS,ICICI Prudential Life Insurance Company Limited,NSE,483.25,31.63,32.9,29.3,False,False,False,True,19.1,91.4,-0.02,-3.939,False,False,False,False,True,True,False,528.85,3
ICICIGI,87822.98,ICICIGI.NS,ICICI Lombard General Insurance Company Limited,NSE,1758.0,15.02,42.8,16.4,False,False,True,True,10.0,91.2,-0.013,-10.215,False,False,False,True,True,True,True,1852.2,3
IDEA,162189.52,IDEA.NS,Vodafone Idea Limited,NSE,14.95,1.97,85.4,59.0,True,True,False,False,41.4,84.0,0.084,0.011,False,True,False,True,True,False,True,15.25,3
ICIL,6510.05,ICIL.NS,Indo Count Industries Limited,NSE,328.6,8.82,63.4,41.9,True,True,False,True,33.4,84.4,-0.103,1.683,False,False,False,False,True,True,True,343.0,3
IDEAFORGE,4093.62,IDEAFORGE.NS,Ideaforge Technology Limited,NSE,945.0,0.0,72.4,40.2,True,True,True,False,55.9,84.0,0.168,0.501,False,True,False,True,True,True,True,945.0,3
ICICIBANK,905074.77,ICICIBANK.NS,ICICI Bank Limited,NSE,1262.1,15.86,49.7,12.4,False,False,True,False,12.9,90.6,-0.063,1.124,False,False,False,True,False,True,True,1272.9,3
IDFCFIRSTB,62291.32,IDFCFIRSTB.NS,IDFC First Bank Limited,NSE,72.35,16.84,66.4,20.6,False,True,True,True,13.5,85.0,0.092,0.239,False,True,False,False,True,False,True,73.65,3
HUHTAMAKI,1289.16,HUHTAMAKI.NS,Huhtamaki India Limited,NSE,170.09,37.62,50.7,12.3,False,False,True,True,18.4,90.8,-0.168,0.329,False,False,False,False,True,True,True,172.15,3
HLEGLAS,2674.7,HLEGLAS.NS,HLE Glascoat Limited,NSE,384.5,41.91,68.2,20.7,True,True,False,True,29.9,84.4,0.254,6.894,False,True,False,False,True,True,True,398.4,3
IDBI,78643.07,IDBI.NS,IDBI Bank Limited,NSE,73.08,38.27,47.3,12.8,False,False,True,False,14.6,90.0,-0.178,0.248,False,False,True,True,True,False,True,74.8,3
HUBTOWN,2876.83,HUBTOWN.NS,Hubtown Limited,NSE,203.3,44.41,44.4,12.3,False,False,True,False,16.3,87.8,-0.044,-0.879,True,False,False,True,True,True,True,211.48,3
HONASA,13532.13,HONASA.NS,Honasa Consumer Limited,NSE,416.1,2.07,71.8,39.6,True,True,False,True,22.6,84.6,-0.288,1.803,False,False,False,True,True,True,True,422.75,3
HMAAGRO,1181.32,HMAAGRO.NS,HMA Agro Industries Limited,NSE,23.59,37.09,47.6,10.4,False,False,True,True,17.8,90.2,-0.242,-0.048,True,False,True,True,True,False,False,24.37,3
HPL,2299.06,HPL.NS,HPL Electric & Power Limited,NSE,357.1,44.19,50.9,16.7,False,True,True,False,21.0,88.0,-0.148,-1.979,False,False,True,True,True,True,True,368.9,3
HSCL,34626.69,HSCL.NS,Himadri Speciality Chemical Limited,NSE,685.05,1.86,75.3,25.1,True,True,False,True,34.6,84.0,0.081,3.634,False,True,False,False,True,True,False,698.0,3
INDHOTEL,93576.43,INDHOTEL.NS,The Indian Hotels Company Limited,NSE,657.6,19.01,51.7,11.9,False,True,True,True,8.9,88.0,-0.104,-0.593,False,False,False,False,False,True,True,667.2,3
IEX,10999.72,IEX.NS,Indian Energy Exchange Limited,NSE,122.38,43.18,39.9,9.2,False,False,True,False,11.6,87.8,-0.247,-0.515,False,False,True,False,False,True,True,124.0,3
HUDCO,41259.16,HUDCO.NS,Housing & Urban Development Corporation Limited,NSE,205.93,18.12,49.3,17.4,False,True,True,False,24.5,88.0,-0.251,-1.02,True,False,False,True,False,True,True,210.0,3
INDIACEM,11805.53,INDIACEM.NS,The India Cements Limited,NSE,380.95,21.58,39.3,17.9,False,False,True,False,20.3,89.8,-0.114,-2.541,False,False,False,True,False,True,True,397.0,3
HOMEFIRST,11287.78,HOMEFIRST.NS,Home First Finance Company India Limited,NSE,1078.9,28.97,46.9,20.4,False,False,True,True,17.3,88.0,-0.1,-3.095,True,False,False,True,False,True,True,1098.9,3
INDIGO,173163.89,INDIGO.NS,InterGlobe Aviation Limited,NSE,4481.3,28.1,52.8,9.4,False,True,True,False,12.7,90.0,0.026,11.788,False,True,False,True,True,True,True,4545.8,3
INDIAMART,12035.85,INDIAMART.NS,Indiamart Intermesh Limited,NSE,2000.4,28.53,44.1,26.5,False,False,True,False,13.1,90.6,0.086,1.457,False,True,False,True,False,True,False,2047.0,3
INDIGOPNTS,4543.97,INDIGOPNTS.NS,Indigo Paints Limited,NSE,954.2,29.1,50.5,25.0,False,True,False,True,25.3,84.8,0.181,-9.093,False,True,False,True,True,True,True,1004.55,3
INDIANB,113407.63,INDIANB.NS,Indian Bank,NSE,842.05,15.87,49.7,21.3,True,False,False,True,19.9,91.4,-0.158,4.728,False,False,False,True,False,True,True,849.9,3
INDIAGLYCO,6558.57,INDIAGLYCO.NS,India Glycols Limited,NSE,978.4,19.93,44.4,15.2,True,False,True,False,23.3,88.0,-0.164,-6.902,True,False,False,True,False,True,True,987.0,3
INDOAMIN,954.53,INDOAMIN.NS,Indo Amines Limited,NSE,131.37,25.46,56.0,26.3,True,True,False,True,31.9,85.0,-0.133,-0.608,False,False,False,False,True,True,True,133.0,3
INDIASHLTR,8241.56,INDIASHLTR.NS,India Shelter Finance Corporation Limited,NSE,756.7,25.21,38.3,30.7,False,False,True,True,14.2,87.6,-0.24,-4.364,True,False,True,True,True,True,True,764.5,3
IFCI,21452.13,IFCI.NS,IFCI Limited,NSE,79.6,4.6,74.6,40.1,True,True,False,True,34.8,84.2,0.336,1.714,False,True,False,False,True,False,False,83.44,3
IGIL,15955.34,IGIL.NS,International Gemological Institute Limited,NSE,368.4,16.65,57.0,19.8,True,True,False,False,19.7,85.6,0.203,0.075,False,True,False,True,True,True,True,379.5,3
IGARASHI,1158.91,IGARASHI.NS,Igarashi Motors India Limited,NSE,367.8,44.69,42.6,17.9,False,False,True,False,29.4,88.0,-0.334,-4.268,True,False,False,True,True,True,True,395.0,3
IKS,28463.99,IKS.NS,Inventurus Knowledge Solutions Limited,NSE,1659.1,11.56,54.1,32.8,True,True,True,False,20.2,87.4,-0.104,-2.267,True,False,False,True,False,True,True,1670.0,3
INDGN,12597.09,INDGN.NS,Indegene Limited,NSE,523.0,15.67,57.0,30.0,True,True,True,True,15.0,88.6,-0.009,-0.855,True,False,True,True,False,True,True,533.0,3
IIFL,21968.04,IIFL.NS,IIFL Finance Limited,NSE,516.9,23.42,65.6,19.3,True,True,False,True,23.5,84.2,-0.158,5.712,False,False,False,True,True,True,True,530.0,3
IIFLCAPS,10672.87,IIFLCAPS.NS,IIFL Capital Services Limited,NSE,342.75,16.67,59.4,40.2,True,True,True,True,26.4,88.0,-0.317,-2.04,True,False,False,False,True,True,True,345.0,3
IMAGICAA,2450.18,IMAGICAA.NS,Imagicaaworld Entertainment Limited,NSE,43.55,41.77,44.3,17.0,False,False,True,True,21.5,90.2,-0.249,0.039,False,False,False,True,True,False,True,44.17,3
IKIO,1189.74,IKIO.NS,IKIO Technologies Limited,NSE,154.05,39.09,49.9,17.3,False,True,True,False,26.9,88.0,-0.264,-0.814,True,False,False,True,False,True,True,157.5,3
IMFA,8099.05,IMFA.NS,Indian Metals & Ferro Alloys Limited,NSE,1499.0,10.77,53.9,11.3,True,True,True,True,19.1,89.4,-0.112,3.483,False,False,False,False,False,True,True,1530.0,3
JBMA,16082.79,JBMA.NS,JBM Auto Limited,NSE,679.7,13.96,61.8,21.9,True,True,True,True,15.6,84.2,-0.211,3.356,False,False,True,False,True,True,True,688.4,3
KIRIINDUS,2353.48,KIRIINDUS.NS,Kiri Industries Limited,NSE,392.5,49.61,45.7,8.0,False,False,True,False,14.3,88.2,-0.188,-0.443,False,False,True,True,False,True,True,399.4,3
JBCHEPHARM,34833.21,JBCHEPHARM.NS,JB Chemicals & Pharmaceuticals Limited,NSE,2169.3,5.08,55.4,25.3,True,True,False,True,14.3,85.8,-0.004,-8.644,False,False,False,False,True,True,False,2195.0,3
KIRLOSBROS,13595.21,KIRLOSBROS.NS,Kirloskar Brothers Limited,NSE,1711.1,30.86,59.5,17.6,True,True,True,True,18.4,91.6,-0.147,4.219,False,False,True,False,False,True,True,1764.4,3
KIRLPNU,10174.08,KIRLPNU.NS,Kirloskar Pneumatic Company Limited,NSE,1570.8,7.87,54.9,35.9,True,True,True,False,32.5,85.0,-0.014,-16.469,False,False,False,True,True,True,True,1604.0,3
KIRLOSENG,27787.2,KIRLOSENG.NS,Kirloskar Oil Engines Limited,NSE,1913.3,3.89,65.0,29.8,True,True,False,True,29.0,84.4,0.167,14.439,False,True,False,False,True,True,False,1943.7,3
IGL,23002.03,IGL.NS,Indraprastha Gas Limited,NSE,164.32,28.24,54.7,12.5,False,True,True,True,13.7,90.2,0.056,0.497,False,True,True,True,False,True,True,166.4,3
KITEX,3298.73,KITEX.NS,Kitex Garments Limited,NSE,165.26,45.63,55.6,16.2,False,True,True,True,15.0,90.6,-0.024,0.761,False,False,True,False,False,True,True,171.6,3
KIOCL,24620.0,KIOCL.NS,KIOCL Limited,NSE,405.45,36.1,56.4,18.2,True,True,True,False,22.1,89.6,-0.088,-0.445,False,False,True,False,True,True,True,409.9,3
KMEW,4501.63,KMEW.NS,Knowledge Marine & Engineering Works Limited,NSE,1842.3,19.39,45.4,20.8,True,False,True,False,27.4,88.2,-0.133,-36.461,False,False,False,False,True,True,False,1865.3,3
KIMS,31598.97,KIMS.NS,Krishna Institute of Medical Sciences Limited,NSE,788.95,1.18,62.0,23.0,True,True,False,True,19.2,84.0,0.282,-2.233,False,True,True,False,True,True,True,798.4,3
KECL,709.97,KECL.NS,Kirloskar Electric Company Limited,NSE,107.31,29.36,37.9,16.4,False,False,True,False,33.1,90.8,-0.021,-1.52,False,False,True,True,True,True,True,119.7,3
KEI,51013.43,KEI.NS,KEI Industries Limited,NSE,5335.5,2.57,60.7,14.4,True,True,True,False,21.5,85.0,0.012,-15.858,False,True,False,True,True,True,True,5455.0,3
KELLTONTEC,828.13,KELLTONTEC.NS,Kellton Tech Solutions Limited,NSE,15.68,52.7,47.7,23.1,False,False,True,True,21.3,84.6,-0.215,0.017,False,False,True,False,False,False,True,15.81,3
KOLTEPATIL,3212.44,KOLTEPATIL.NS,Kolte - Patil Developers Limited,NSE,362.1,27.22,42.1,21.9,False,False,True,False,23.1,89.8,0.06,-3.342,False,True,False,True,True,True,True,368.0,3
KHAICHEM,526.65,KHAICHEM.NS,Khaitan Chemicals & Fertilizers Limited,NSE,55.41,59.2,49.1,12.9,False,False,True,False,25.1,89.6,-0.117,-0.123,True,False,False,True,True,False,True,56.5,3
KERNEX,3086.02,KERNEX.NS,Kernex Microsystems (India) Limited,NSE,1836.1,4.29,74.3,48.6,True,True,False,True,42.0,84.6,0.148,37.419,False,True,False,False,True,True,True,1918.4,3
KNRCON,3660.27,KNRCON.NS,KNR Constructions Limited,NSE,130.32,46.81,52.1,11.8,False,True,True,False,16.0,88.2,-0.031,-0.335,True,False,True,True,False,True,True,131.79,3
KFINTECH,14982.99,KFINTECH.NS,Kfin Technologies Limited,NSE,868.85,37.43,51.5,18.3,False,False,True,False,22.0,90.4,-0.088,6.49,False,False,True,True,True,True,False,922.8,3
KRN,8000.34,KRN.NS,KRN Heat Exchanger and Refrigeration Limited,NSE,1216.8,13.4,58.1,20.7,True,True,True,False,33.3,89.6,-0.168,8.992,False,False,False,True,True,True,True,1290.0,3
KSB,14156.35,KSB.NS,Ksb Limited,NSE,814.1,20.83,44.2,35.7,False,False,True,False,27.1,89.6,-0.06,-0.936,True,False,False,True,True,True,True,823.05,3
KRISHNADEF,,KRISHNADEF.NS,Krishna Defence And Allied Industries Limited,NSE,1164.9,11.28,55.5,21.4,True,True,False,False,30.3,87.4,-0.131,-1.817,True,False,False,True,False,True,False,1187.7,3
KRISHANA,,KRISHANA.NS,Krishana Phoschem Limited,NSE,666.7,7.21,51.2,31.7,True,True,True,False,22.6,85.6,-0.103,-4.346,True,False,True,True,False,True,False,692.0,3
EDELWEISS,10856.72,EDELWEISS.NS,Edelweiss Financial Services Limited,NSE,114.67,12.26,52.6,11.4,True,True,True,False,17.0,89.4,-0.146,0.132,False,False,False,True,False,True,True,116.0,3
KOTAKBANK,375480.71,KOTAKBANK.NS,Kotak Mahindra Bank Limited,NSE,377.45,16.71,45.2,13.7,False,False,True,True,8.1,85.8,-0.078,-1.014,False,False,True,True,True,True,True,381.15,3
KROSS,1154.07,KROSS.NS,Kross Limited,NSE,178.11,25.04,37.5,13.6,False,False,True,False,23.8,87.4,-0.64,-1.35,False,False,True,True,False,True,True,180.98,3
KOPRAN,926.36,KOPRAN.NS,Kopran Limited,NSE,189.08,13.66,59.7,44.6,True,True,False,True,32.6,85.0,0.045,-0.167,False,True,False,True,True,True,True,191.38,3
KPEL,2338.48,KPEL.NS,K.P. Energy Limited,NSE,347.15,40.53,44.8,21.3,False,True,True,False,33.9,88.0,-0.309,-3.4,False,False,False,True,True,True,True,352.05,3
KSCL,4408.33,KSCL.NS,Kaveri Seed Company Limited,NSE,858.4,42.51,34.0,31.4,False,False,True,False,17.8,87.8,-0.325,-9.03,True,False,False,True,False,True,True,917.9,3
KPIGREEN,8018.95,KPIGREEN.NS,KPI Green Energy Limited,NSE,405.85,27.91,37.9,14.7,False,False,True,False,22.2,88.4,-0.242,-3.687,False,False,False,True,False,True,True,422.55,3
KPIL,22027.95,KPIL.NS,Kalpataru Projects International Limited,NSE,1290.3,3.39,57.3,38.0,True,True,False,True,14.0,83.8,-0.119,-0.996,False,False,True,False,True,True,True,1305.0,3
KPITTECH,21302.34,KPITTECH.NS,KPIT Technologies Limited,NSE,777.8,45.78,57.0,23.7,False,True,True,False,16.4,84.6,-0.014,2.219,False,False,False,False,True,True,False,784.6,3
KRBL,8162.21,KRBL.NS,KRBL Limited,NSE,356.65,27.95,53.5,14.0,False,True,True,False,17.5,88.4,-0.076,-0.132,False,False,False,True,False,True,True,360.0,3
KEC,13239.46,KEC.NS,KEC International Limited,NSE,497.1,47.51,40.4,21.4,False,False,True,False,24.5,88.2,-0.317,1.522,False,False,False,True,False,True,False,509.0,3
JGCHEM,1638.57,JGCHEM.NS,J.G.Chemicals Limited,NSE,417.35,25.21,54.7,24.1,True,True,False,True,24.9,84.6,-0.062,0.633,False,False,True,True,True,True,True,422.0,3
KPRMILL,37148.35,KPRMILL.NS,K.P.R. Mill Limited,NSE,1086.55,13.56,74.2,35.0,True,True,False,True,24.4,84.2,0.176,15.522,False,True,False,False,True,True,True,1092.8,3
JSFB,4998.43,JSFB.NS,Jana Small Finance Bank Limited,NSE,477.55,13.57,54.2,23.4,True,True,False,True,26.8,85.4,0.041,-2.266,False,True,False,False,True,True,True,487.9,3
JPPOWER,13042.13,JPPOWER.NS,Jaiprakash Power Ventures Limited,NSE,19.03,31.3,48.8,20.9,True,True,False,True,32.6,85.0,-0.252,-0.167,False,False,False,False,False,False,True,19.15,3
JNKINDIA,2355.66,JNKINDIA.NS,JNK India Limited,NSE,421.3,6.66,66.6,25.9,True,True,True,True,41.3,83.6,0.07,2.132,False,True,False,False,True,True,True,451.35,3
JMFINANCIL,11625.85,JMFINANCIL.NS,JM Financial Limited,NSE,121.41,39.23,39.1,18.1,False,False,False,True,22.2,88.0,-0.078,-1.235,False,False,False,False,True,True,True,126.2,3
KCP,2079.5,KCP.NS,KCP Limited,NSE,160.3,30.1,45.3,19.0,False,False,True,True,18.8,89.6,-0.326,-0.372,True,False,True,True,True,True,True,166.0,3
JSLL,7819.76,JSLL.NS,Jeena Sikho Lifecare Limited,NSE,629.85,25.86,48.1,17.0,False,False,False,True,37.3,87.8,0.022,0.052,False,True,False,False,False,True,False,633.8,3
JSL,56996.25,JSL.NS,Jindal Stainless Limited,NSE,690.65,21.87,34.8,36.0,False,False,True,True,17.3,90.6,-0.193,-3.801,True,False,False,False,False,True,False,696.0,3
JSWDULUX,14171.69,JSWDULUX.NS,JSW Dulux Limited,NSE,3110.9,20.55,61.5,26.3,True,True,False,True,12.1,84.4,0.271,19.075,False,True,True,False,True,True,True,3159.0,3
JSWCEMENT,17376.09,JSWCEMENT.NS,JSW Cement Limited,NSE,127.37,21.45,50.8,25.3,False,True,False,True,16.3,66.0,0.013,-0.295,False,True,True,True,False,True,True,128.81,3
JSWENERGY,107020.39,JSWENERGY.NS,JSW Energy Limited,NSE,584.2,5.37,59.0,21.6,True,True,True,True,23.5,85.0,0.003,1.668,False,True,False,True,True,True,True,608.9,3
JKTYRE,11014.1,JKTYRE.NS,JK Tyre & Industries Limited,NSE,381.85,37.6,44.0,16.2,False,False,False,True,19.0,91.0,-0.237,1.175,False,False,True,False,False,True,False,384.0,3
JKPAPER,6076.46,JKPAPER.NS,JK Paper Limited,NSE,359.8,19.11,43.5,17.6,False,False,False,False,16.0,86.2,0.023,-4.091,False,True,True,True,True,True,True,362.0,3
JINDWORLD,2942.64,JINDWORLD.NS,Jindal Worldwide Limited,NSE,29.39,54.25,57.1,39.6,False,True,False,True,33.0,85.4,-0.306,0.022,False,False,True,True,False,False,True,29.73,3
JSWSTEEL,314045.2,JSWSTEEL.NS,JSW Steel Limited,NSE,1284.0,3.31,50.7,13.8,True,True,True,False,10.4,85.4,-0.064,-2.206,False,False,False,True,True,True,False,1293.6,3
JINDALSAW,16022.88,JINDALSAW.NS,Jindal Saw Limited,NSE,250.57,6.33,60.7,18.3,True,True,True,True,26.1,84.2,0.061,1.877,False,True,False,False,True,True,True,254.65,3
JINDALPOLY,2850.5,JINDALPOLY.NS,Jindal Poly Films Limited,NSE,650.9,36.59,35.7,22.3,True,False,True,False,23.3,91.8,-0.246,-3.564,False,False,False,True,True,True,True,657.4,3
JSWINFRA,58401.04,JSWINFRA.NS,JSW Infrastructure Limited,NSE,278.1,20.32,55.5,10.8,True,True,True,False,14.0,87.8,-0.105,-0.148,False,False,True,True,False,True,True,279.75,3
JIOFIN,156428.43,JIOFIN.NS,Jio Financial Services Limited,NSE,236.89,30.04,46.9,18.9,False,False,True,False,11.6,89.4,-0.184,-0.074,False,False,True,True,True,True,True,243.86,3
JINDRILL,1832.48,JINDRILL.NS,Jindal Drilling And Industries Limited,NSE,631.2,8.98,58.5,43.7,True,True,False,False,24.5,86.6,-0.041,-3.02,True,False,False,True,True,True,True,637.2,3
JINDALSTEL,120503.01,JINDALSTEL.NS,JINDAL STEEL LIMITED,NSE,1181.3,9.56,37.8,17.6,True,False,True,True,10.8,90.6,-0.196,-4.09,False,False,False,True,False,True,True,1196.0,3
JKIL,3656.54,JKIL.NS,J.Kumar Infraprojects Limited,NSE,483.4,36.86,39.9,19.9,False,False,True,False,17.8,90.2,-0.22,-0.919,False,False,False,True,False,True,True,511.95,3
JKLAKSHMI,7442.46,JKLAKSHMI.NS,JK Lakshmi Cement Limited,NSE,598.75,41.37,39.1,30.8,False,False,False,False,15.6,87.8,-0.045,-2.366,True,False,False,True,False,True,True,620.5,3
JISLJALEQS,2276.75,JISLJALEQS.NS,Jain Irrigation Systems Limited,NSE,31.89,52.01,54.5,16.9,False,True,True,True,22.6,88.2,-0.141,0.174,False,False,True,False,False,False,True,32.81,3
JTEKTINDIA,3390.19,JTEKTINDIA.NS,Jtekt India Limited,NSE,122.54,34.99,36.4,14.1,False,False,False,False,17.9,87.8,-0.504,-0.831,False,False,False,False,True,True,True,128.34,3
KANSAINER,17070.78,KANSAINER.NS,Kansai Nerolac Paints Limited,NSE,210.89,20.12,48.0,32.1,False,True,True,False,18.1,85.0,-0.075,-1.624,False,False,True,True,False,True,True,223.0,3
KAYNES,20931.91,KAYNES.NS,Kaynes Technology India Limited,NSE,3121.8,59.48,36.8,26.4,False,False,False,False,34.0,88.0,-0.376,2.021,False,False,False,True,True,True,False,3410.0,3
KARURVYSYA,26832.9,KARURVYSYA.NS,Karur Vysya Bank Limited,NSE,279.35,18.66,40.8,14.0,True,False,True,False,15.2,88.2,-0.113,-1.192,False,False,False,True,True,True,False,286.75,3
JTLIND,2781.84,JTLIND.NS,JTL INDUSTRIES LIMITED,NSE,70.62,17.87,52.0,16.9,True,True,True,False,26.8,87.8,-0.16,-0.2,True,False,False,True,False,False,True,71.74,3
JYOTICNC,14400.43,JYOTICNC.NS,Jyoti CNC Automation Limited,NSE,634.3,52.16,39.7,34.9,False,False,False,True,31.3,91.8,-0.306,-3.334,True,False,False,False,False,True,False,683.4,3
KALYANKJIL,38397.28,KALYANKJIL.NS,Kalyan Jewellers India Limited,NSE,371.85,39.8,51.7,23.7,False,False,False,True,25.5,91.4,-0.069,3.318,False,False,False,False,False,True,False,391.1,3
KAMDHENU,704.14,KAMDHENU.NS,Kamdhenu Limited,NSE,24.98,30.51,54.5,19.4,True,True,True,True,23.0,87.8,-0.066,-0.09,True,False,True,False,True,False,True,25.4,3
JUBLFOOD,28205.08,JUBLFOOD.NS,Jubilant Foodworks Limited,NSE,427.2,40.58,38.6,22.4,False,False,False,True,17.1,90.2,-0.243,-0.844,True,False,True,False,True,True,True,464.8,3
JUBLINGREA,9971.0,JUBLINGREA.NS,Jubilant Ingrevia Limited,NSE,626.25,26.48,31.9,26.7,False,False,True,True,20.0,86.2,-0.256,-12.989,False,False,False,False,True,True,True,670.3,3
JUNIPER,4554.62,JUNIPER.NS,Juniper Hotels Limited,NSE,205.27,37.78,56.9,11.6,False,False,True,True,14.9,91.4,-0.338,0.801,False,False,True,False,True,True,True,209.0,3
JUSTDIAL,4454.44,JUSTDIAL.NS,Just Dial Limited,NSE,523.6,45.34,45.3,14.7,False,False,True,False,13.1,91.8,-0.127,0.657,False,False,False,True,True,True,True,534.0,3
JWL,11870.21,JWL.NS,Jupiter Wagons Limited,NSE,277.9,33.67,46.6,14.0,False,False,True,True,16.8,88.2,0.022,-1.063,False,True,True,True,False,True,True,289.95,3
KALAMANDIR,1634.12,KALAMANDIR.NS,Sai Silks (Kalamandir) Limited,NSE,106.44,52.28,50.2,18.0,False,False,True,False,25.4,88.0,-0.259,-0.245,False,False,True,True,False,True,True,108.55,3
JYOTISTRUC,1566.08,JYOTISTRUC.NS,Jyoti Structures Limited,NSE,13.11,36.54,54.2,13.3,True,True,True,True,22.6,84.2,-0.162,0.046,False,False,True,False,False,False,True,13.39,3
JYOTHYLAB,7360.81,JYOTHYLAB.NS,Jyothy Labs Limited,NSE,200.5,45.04,29.5,38.6,False,False,False,False,28.7,88.8,-0.498,-0.477,True,False,False,True,True,True,True,209.65,3
JUBLPHARMA,15505.22,JUBLPHARMA.NS,Jubilant Pharmova Limited,NSE,973.6,21.99,49.5,21.1,False,True,True,True,17.4,87.4,0.077,-7.29,False,True,True,True,True,True,True,998.35,3
KALPATARU,6479.08,KALPATARU.NS,Kalpataru Limited,NSE,316.0,30.91,41.3,16.8,False,False,False,False,28.0,79.8,-0.617,-3.252,False,False,False,True,False,True,True,333.7,3
FORTIS,73174.32,FORTIS.NS,Fortis Healthcare Limited,NSE,968.65,12.28,59.9,22.1,True,True,True,True,16.7,86.2,0.027,-4.045,True,True,True,True,True,True,True,977.0,3
FORCEMOT,23776.11,FORCEMOT.NS,FORCE MOTORS LTD,NSE,18243.0,31.03,39.5,15.9,False,False,True,True,25.1,91.4,-0.307,-123.153,False,False,False,False,False,True,False,18573.0,3
FUSION,2775.31,FUSION.NS,Fusion Finance Limited,NSE,172.13,23.42,41.0,21.7,False,False,True,False,32.9,87.8,-0.248,-2.013,True,False,False,True,True,True,True,176.48,3
FSL,18668.9,FSL.NS,Firstsource Solutions Limited,NSE,268.0,33.63,58.9,32.0,False,True,True,False,26.1,85.8,-0.131,-0.241,False,False,False,True,True,True,True,274.8,3
GABRIEL,14370.86,GABRIEL.NS,Gabriel India Limited,NSE,1000.6,27.91,36.7,24.5,True,False,True,True,22.3,88.0,-0.298,-17.086,False,False,False,True,True,True,True,1011.3,3
KAJARIACER,17312.1,KAJARIACER.NS,Kajaria Ceramics Limited,NSE,1083.8,18.01,48.8,16.7,True,True,True,False,16.5,89.6,-0.218,2.926,False,False,False,True,False,True,False,1099.0,3
FIVESTAR,12886.07,FIVESTAR.NS,Five-Star Business Finance Limited,NSE,436.7,47.26,40.2,21.7,False,False,True,False,23.6,90.0,0.104,-3.065,True,True,False,True,True,True,True,447.95,3
FISCHER,2170.58,FISCHER.NS,Fischer Medical Ventures Limited,NSE,33.42,73.2,36.7,13.9,False,False,True,True,24.5,81.2,-0.381,-0.263,False,False,False,False,True,False,True,36.6,3
GAEL,7143.8,GAEL.NS,Gujarat Ambuja Exports Limited,NSE,155.86,12.4,47.1,19.0,True,True,True,False,18.2,87.8,-0.255,-1.444,False,False,False,True,True,True,False,156.8,3
FLAIR,3014.83,FLAIR.NS,Flair Writing Industries Limited,NSE,285.45,20.04,32.9,24.2,False,False,False,True,18.3,87.6,-0.323,-3.259,True,False,False,True,False,True,True,299.75,3
FEDFINA,6037.83,FEDFINA.NS,Fedbank Financial Services Limited,NSE,160.58,10.03,58.3,30.9,True,True,False,True,17.4,85.6,0.205,-0.183,False,True,False,True,True,True,True,161.69,3
FILATEX,2301.55,FILATEX.NS,Filatex India Limited,NSE,51.85,21.56,74.2,22.4,True,True,False,True,23.5,83.6,0.175,0.749,False,True,False,False,True,False,True,52.78,3
